VBELN,POSNR,MATNR,WERKS,LGORT,LFIMG,VRKME,PSTYV,VGBEL
0080002543,000010,MZ-FG-M550,1710,171A,9,ST,TAN,0000002866
0080002544,000010,MZ-FG-M550,1710,171A,1,ST,TAN,0000002867
0080002545,000010,MZ-FG-R100,1710,171A,7,ST,TAN,0000002868
0080002546,000010,MZ-FG-R100,1710,171A,7,ST,TAN,0000002869
0080002547,000010,MZ-FG-R100,1710,171A,15,ST,TAN,0000002870
0080002548,000010,MZ-FG-R100,1710,171A,14,ST,TAN,0000002871
0080002549,000010,MZ-FG-R100,1710,171A,3,ST,TAN,0000002872
0080002550,000010,MZ-FG-R100,1710,171A,1,ST,TAN,0000002873
0080002551,000010,MZ-FG-R200,1710,171A,1,ST,TAN,0000002874
0080002552,000010,MZ-FG-R200,1710,171A,50,ST,TAN,0000002875
0080002553,000010,MZ-FG-R200,1710,171A,4,ST,TAN,0000002876
0080002554,000010,MZ-FG-R200,1710,171A,4,ST,TAN,0000002877
0080002555,000010,MZ-FG-R200,1710,171A,16,ST,TAN,0000002878
0080002556,000010,MZ-FG-R200,1710,171A,2,ST,TAN,0000002879
0080002557,000010,MZ-FG-R300,1710,171A,16,ST,TAN,0000002880
0080002558,000010,MZ-FG-R300,1710,171A,21,ST,TAN,0000002881
0080002559,000010,MZ-FG-R300,1710,171A,2,ST,TAN,0000002882
0080002560,000010,MZ-FG-R300,1710,171A,49,ST,TAN,0000002883
0080002579,000010,MZ-FG-C900,1710,171A,11,ST,TAN,0000002902
0080002580,000010,MZ-FG-C900,1710,171A,26,ST,TAN,0000002903
0080002581,000010,MZ-FG-C900,1710,171A,25,ST,TAN,0000002904
0080002582,000010,MZ-FG-C900,1710,171A,73,ST,TAN,0000002905
0080002583,000010,MZ-FG-C900,1710,171A,3,ST,TAN,0000002906
0080002584,000010,MZ-FG-C900,1710,171A,20,ST,TAN,0000002907
0080002585,000010,MZ-FG-C950,1710,171A,86,ST,TAN,0000002908
0080002586,000010,MZ-FG-C950,1710,171A,8,ST,TAN,0000002909
0080002587,000010,MZ-FG-C950,1710,171A,22,ST,TAN,0000002910
0080002588,000010,MZ-FG-C950,1710,171A,1,ST,TAN,0000002911
0080002589,000010,MZ-FG-C950,1710,171A,9,ST,TAN,0000002912
0080002590,000010,MZ-FG-C950,1710,171A,31,ST,TAN,0000002913
0080002591,000010,MZ-FG-C990,1710,171A,19,ST,TAN,0000002914
0080002592,000010,MZ-FG-C990,1710,171A,7,ST,TAN,0000002915
0080002593,000010,MZ-FG-C990,1710,171A,63,ST,TAN,0000002916
0080002594,000010,MZ-FG-C990,1710,171A,5,ST,TAN,0000002917
0080002595,000010,MZ-FG-C990,1710,171A,134,ST,TAN,0000002918
0080002596,000010,MZ-FG-C990,1710,171A,1,ST,TAN,0000002919
0080002597,000010,MZ-FG-M500,1710,171A,4,ST,TAN,0000002920
0080002598,000010,MZ-FG-M500,1710,171A,15,ST,TAN,0000002921
0080002599,000010,MZ-FG-M500,1710,171A,11,ST,TAN,0000002922
0080002600,000010,MZ-FG-M500,1710,171A,2,ST,TAN,0000002923
0080002601,000010,MZ-FG-M500,1710,171A,15,ST,TAN,0000002924
0080002602,000010,MZ-FG-M500,1710,171A,46,ST,TAN,0000002925
0080002603,000010,MZ-FG-M525,1710,171A,81,ST,TAN,0000002926
0080002604,000010,MZ-FG-M525,1710,171A,38,ST,TAN,0000002927
0080002605,000010,MZ-FG-M525,1710,171A,36,ST,TAN,0000002928
0080002606,000010,MZ-FG-M525,1710,171A,25,ST,TAN,0000002929
0080002607,000010,MZ-FG-M525,1710,171A,3,ST,TAN,0000002930
0080002608,000010,MZ-FG-M525,1710,171A,25,ST,TAN,0000002931
0080002609,000010,MZ-FG-M550,1710,171A,1,ST,TAN,0000002932
0080002610,000010,MZ-FG-M550,1710,171A,10,ST,TAN,0000002933
0080002611,000010,MZ-FG-M550,1710,171A,1,ST,TAN,0000002934
0080002612,000010,MZ-FG-M550,1710,171A,15,ST,TAN,0000002935
0080002613,000010,MZ-FG-R100,1710,171A,15,ST,TAN,0000002936
0080002614,000010,MZ-FG-R100,1710,171A,6,ST,TAN,0000002937
0080002615,000010,MZ-FG-R100,1710,171A,134,ST,TAN,0000002938
0080002616,000010,MZ-FG-R100,1710,171A,1,ST,TAN,0000002939
0080002617,000010,MZ-FG-R100,1710,171A,12,ST,TAN,0000002940
0080002618,000010,MZ-FG-R100,1710,171A,1,ST,TAN,0000002941
0080002619,000010,MZ-FG-R200,1710,171A,2,ST,TAN,0000002942
0080002620,000010,MZ-FG-R200,1710,171A,13,ST,TAN,0000002943
0080002621,000010,MZ-FG-R200,1710,171A,2,ST,TAN,0000002944
0080002622,000010,MZ-FG-R200,1710,171A,7,ST,TAN,0000002945
0080002623,000010,MZ-FG-R200,1710,171A,1,ST,TAN,0000002946
0080002624,000010,MZ-FG-R300,1710,171A,2,ST,TAN,0000002947
0080002625,000010,MZ-FG-R300,1710,171A,1,ST,TAN,0000002948
0080002626,000010,MZ-FG-R300,1710,171A,7,ST,TAN,0000002949
0080002627,000010,MZ-FG-R300,1710,171A,5,ST,TAN,0000002950
0080002646,000010,MZ-FG-C900,1710,171A,3,ST,TAN,0000002969
0080002647,000010,MZ-FG-C900,1710,171A,2,ST,TAN,0000002970
0080002648,000010,MZ-FG-C900,1710,171A,23,ST,TAN,0000002971
0080002649,000010,MZ-FG-C900,1710,171A,4,ST,TAN,0000002972
0080002650,000010,MZ-FG-C900,1710,171A,11,ST,TAN,0000002973
0080002651,000010,MZ-FG-C900,1710,171A,24,ST,TAN,0000002974
0080002652,000010,MZ-FG-C950,1710,171A,30,ST,TAN,0000002975
0080002653,000010,MZ-FG-C950,1710,171A,37,ST,TAN,0000002976
0080002654,000010,MZ-FG-C950,1710,171A,11,ST,TAN,0000002977
0080002655,000010,MZ-FG-C950,1710,171A,2,ST,TAN,0000002978
0080002656,000010,MZ-FG-C950,1710,171A,6,ST,TAN,0000002979
0080002657,000010,MZ-FG-C950,1710,171A,4,ST,TAN,0000002980
0080002658,000010,MZ-FG-C990,1710,171A,1,ST,TAN,0000002981
0080002659,000010,MZ-FG-C990,1710,171A,11,ST,TAN,0000002982
0080002660,000010,MZ-FG-C990,1710,171A,52,ST,TAN,0000002983
0080002661,000010,MZ-FG-C990,1710,171A,7,ST,TAN,0000002984
0080002662,000010,MZ-FG-C990,1710,171A,5,ST,TAN,0000002985
0080002663,000010,MZ-FG-M525,1710,171A,110,ST,TAN,0000002986
0080002664,000010,MZ-FG-M525,1710,171A,57,ST,TAN,0000002987
0080002665,000010,MZ-FG-M525,1710,171A,42,ST,TAN,0000002988
0080002666,000010,MZ-FG-M525,1710,171A,43,ST,TAN,0000002989
0080002667,000010,MZ-FG-M525,1710,171A,5,ST,TAN,0000002990
0080002668,000010,MZ-FG-M525,1710,171A,22,ST,TAN,0000002991
0080002669,000010,MZ-FG-M550,1710,171A,1,ST,TAN,0000002992
0080002670,000010,MZ-FG-M550,1710,171A,5,ST,TAN,0000002993
0080002671,000010,MZ-FG-M550,1710,171A,4,ST,TAN,0000002994
0080002672,000010,MZ-FG-M550,1710,171A,26,ST,TAN,0000002995
0080002673,000010,MZ-FG-R100,1710,171A,55,ST,TAN,0000002996
0080002674,000010,MZ-FG-R100,1710,171A,14,ST,TAN,0000002997
0080002675,000010,MZ-FG-R100,1710,171A,13,ST,TAN,0000002998
0080002676,000010,MZ-FG-R100,1710,171A,3,ST,TAN,0000002999
0080002677,000010,MZ-FG-R100,1710,171A,10,ST,TAN,0000003000
0080002678,000010,MZ-FG-R100,1710,171A,2,ST,TAN,0000003001
0080002679,000010,MZ-FG-R200,1710,171A,23,ST,TAN,0000003002
0080002680,000010,MZ-FG-R200,1710,171A,8,ST,TAN,0000003003
0080002681,000010,MZ-FG-R200,1710,171A,14,ST,TAN,0000003004
0080002682,000010,MZ-FG-R200,1710,171A,6,ST,TAN,0000003005
0080002683,000010,MZ-FG-R200,1710,171A,13,ST,TAN,0000003006
0080002684,000010,MZ-FG-R300,1710,171A,11,ST,TAN,0000003007
0080002685,000010,MZ-FG-R300,1710,171A,22,ST,TAN,0000003008
0080002686,000010,MZ-FG-R300,1710,171A,1,ST,TAN,0000003009
0080002687,000010,MZ-FG-R300,1710,171A,13,ST,TAN,0000003010
0080002705,000010,ZPRINTER01,1710,171A,1,ST,TAN,0000002621
0080002706,000010,ZPRINTER01,1710,171A,1,ST,TAN,0000002623
0080003848,000010,RM13,1710,171C,1,ST,LBN,5500000021
0080002708,000010,ZPRINTER01,1710,171A,1,ST,TAN,0000002692
0080002709,000010,ZPRINTER01,1710,171A,1,ST,TAN,0000003028
0080002710,000010,TG11,1710,171A,50,ST,TAN,0000003029
0080002711,000010,TG11,1710,171A,1,ST,SRVS,8000000103
0080002712,000010,ZPRINTER01,1710,171A,1,ST,TAN,0000003030
0080002713,000010,MZ-FG-C900,1710,171A,13,ST,TAN,0000003035
0080002714,000010,MZ-FG-C900,1710,171A,13,ST,TAN,0000003036
0080002715,000010,MZ-FG-C900,1710,171A,13,ST,TAN,0000003037
0080002716,000010,MZ-FG-C900,1710,171A,15,ST,TAN,0000003038
0080002717,000010,MZ-FG-C900,1710,171A,16,ST,TAN,0000003039
0080002718,000010,MZ-FG-C900,1710,171A,17,ST,TAN,0000003040
0080002719,000010,MZ-FG-C950,1710,171A,16,ST,TAN,0000003041
0080002720,000010,MZ-FG-C950,1710,171A,15,ST,TAN,0000003042
0080002721,000010,MZ-FG-C950,1710,171A,16,ST,TAN,0000003043
0080002722,000010,MZ-FG-C950,1710,171A,15,ST,TAN,0000003044
0080002723,000010,MZ-FG-C950,1710,171A,13,ST,TAN,0000003045
0080002724,000010,MZ-FG-C950,1710,171A,10,ST,TAN,0000003046
0080002725,000010,MZ-FG-C990,1710,171A,16,ST,TAN,0000003047
0080002726,000010,MZ-FG-C990,1710,171A,13,ST,TAN,0000003048
0080002727,000010,MZ-FG-C990,1710,171A,18,ST,TAN,0000003049
0080002728,000010,MZ-FG-C990,1710,171A,13,ST,TAN,0000003050
0080002729,000010,MZ-FG-C990,1710,171A,14,ST,TAN,0000003051
0080002730,000010,MZ-FG-C990,1710,171A,12,ST,TAN,0000003052
0080002731,000010,MZ-FG-M525,1710,171A,15,ST,TAN,0000003053
0080002732,000010,MZ-FG-M525,1710,171A,15,ST,TAN,0000003054
0080002733,000010,MZ-FG-M525,1710,171A,16,ST,TAN,0000003055
0080002734,000010,MZ-FG-M525,1710,171A,13,ST,TAN,0000003056
0080002735,000010,MZ-FG-M525,1710,171A,15,ST,TAN,0000003057
0080002736,000010,MZ-FG-M525,1710,171A,13,ST,TAN,0000003058
0080002737,000010,MZ-FG-M550,1710,171A,14,ST,TAN,0000003059
0080002738,000010,MZ-FG-M550,1710,171A,13,ST,TAN,0000003060
0080002739,000010,MZ-FG-M550,1710,171A,14,ST,TAN,0000003061
0080002740,000010,MZ-FG-M550,1710,171A,17,ST,TAN,0000003062
0080002741,000010,MZ-FG-M550,1710,171A,13,ST,TAN,0000003063
0080002742,000010,MZ-FG-M550,1710,171A,14,ST,TAN,0000003064
0080002743,000010,MZ-FG-R100,1710,171A,15,ST,TAN,0000003065
0080002744,000010,MZ-FG-R100,1710,171A,14,ST,TAN,0000003066
0080002745,000010,MZ-FG-R100,1710,171A,15,ST,TAN,0000003067
0080002746,000010,MZ-FG-R100,1710,171A,12,ST,TAN,0000003068
0080002747,000010,MZ-FG-R100,1710,171A,14,ST,TAN,0000003069
0080002748,000010,MZ-FG-R100,1710,171A,11,ST,TAN,0000003070
0080002749,000010,MZ-FG-R200,1710,171A,15,ST,TAN,0000003071
0080002750,000010,MZ-FG-R200,1710,171A,16,ST,TAN,0000003072
0080002751,000010,MZ-FG-R200,1710,171A,15,ST,TAN,0000003073
0080002752,000010,MZ-FG-R200,1710,171A,15,ST,TAN,0000003074
0080002753,000010,MZ-FG-R200,1710,171A,14,ST,TAN,0000003075
0080002754,000010,MZ-FG-R200,1710,171A,18,ST,TAN,0000003076
0080002755,000010,MZ-FG-R300,1710,171A,14,ST,TAN,0000003077
0080002756,000010,MZ-FG-R300,1710,171A,12,ST,TAN,0000003078
0080002757,000010,MZ-FG-R300,1710,171A,15,ST,TAN,0000003079
0080002758,000010,MZ-FG-R300,1710,171A,16,ST,TAN,0000003080
0080002759,000010,MZ-FG-R300,1710,171A,15,ST,TAN,0000003081
0080002760,000010,MZ-FG-R300,1710,171A,15,ST,TAN,0000003082
0080002779,000010,MZ-FG-C900,1710,171A,8,ST,TAN,0000003206
0080002780,000010,MZ-FG-C900,1710,171A,37,ST,TAN,0000003207
0080002781,000010,MZ-FG-C900,1710,171A,13,ST,TAN,0000003208
0080002782,000010,MZ-FG-C900,1710,171A,25,ST,TAN,0000003209
0080002783,000010,MZ-FG-C900,1710,171A,114,ST,TAN,0000003210
0080002784,000010,MZ-FG-C900,1710,171A,21,ST,TAN,0000003211
0080002785,000010,MZ-FG-C950,1710,171A,8,ST,TAN,0000003212
0080002786,000010,MZ-FG-C950,1710,171A,7,ST,TAN,0000003213
0080002787,000010,MZ-FG-C950,1710,171A,5,ST,TAN,0000003214
0080002788,000010,MZ-FG-C950,1710,171A,16,ST,TAN,0000003215
0080002789,000010,MZ-FG-C950,1710,171A,72,ST,TAN,0000003216
0080002790,000010,MZ-FG-C950,1710,171A,37,ST,TAN,0000003217
0080002791,000010,MZ-FG-C990,1710,171A,30,ST,TAN,0000003218
0080002792,000010,MZ-FG-C990,1710,171A,75,ST,TAN,0000003219
0080002793,000010,MZ-FG-C990,1710,171A,1,ST,TAN,0000003220
0080002794,000010,MZ-FG-C990,1710,171A,14,ST,TAN,0000003221
0080002795,000010,MZ-FG-C990,1710,171A,59,ST,TAN,0000003222
0080002796,000010,MZ-FG-C990,1710,171A,156,ST,TAN,0000003258
0080002797,000010,MZ-FG-R100,1710,171A,1,ST,TAN,0000003259
0080002798,000010,MZ-FG-R100,1710,171A,5,ST,TAN,0000003260
0080002799,000010,MZ-FG-R100,1710,171A,6,ST,TAN,0000003261
0080002800,000010,MZ-FG-R100,1710,171A,11,ST,TAN,0000003262
0080002801,000010,MZ-FG-R100,1710,171A,31,ST,TAN,0000003263
0080002802,000010,MZ-FG-R100,1710,171A,74,ST,TAN,0000003264
0080002803,000010,MZ-FG-R200,1710,171A,6,ST,TAN,0000003265
0080002804,000010,MZ-FG-R200,1710,171A,5,ST,TAN,0000003266
0080002805,000010,MZ-FG-R200,1710,171A,9,ST,TAN,0000003267
0080002806,000010,MZ-FG-R200,1710,171A,22,ST,TAN,0000003268
0080002807,000010,MZ-FG-R200,1710,171A,8,ST,TAN,0000003269
0080002808,000010,MZ-FG-R200,1710,171A,7,ST,TAN,0000003270
0080002809,000010,MZ-FG-R300,1710,171A,3,ST,TAN,0000003271
0080002810,000010,MZ-FG-R300,1710,171A,5,ST,TAN,0000003272
0080002811,000010,MZ-FG-R300,1710,171A,5,ST,TAN,0000003273
0080002812,000010,MZ-FG-R300,1710,171A,1,ST,TAN,0000003274
0080002831,000010,MZ-FG-C900,1710,171A,87,ST,TAN,0000003294
0080002832,000010,MZ-FG-C900,1710,171A,32,ST,TAN,0000003295
0080002833,000010,MZ-FG-C900,1710,171A,11,ST,TAN,0000003296
0080002834,000010,MZ-FG-C900,1710,171A,5,ST,TAN,0000003297
0080002835,000010,MZ-FG-C900,1710,171A,45,ST,TAN,0000003298
0080002836,000010,MZ-FG-C900,1710,171A,22,ST,TAN,0000003299
0080002837,000010,MZ-FG-C900,1710,171A,145,ST,TAN,0000003300
0080002838,000010,MZ-FG-C900,1710,171A,8,ST,TAN,0000003301
0080002839,000010,MZ-FG-C900,1710,171A,21,ST,TAN,0000003302
0080002840,000010,MZ-FG-C900,1710,171A,4,ST,TAN,0000003303
0080002841,000010,MZ-FG-C900,1710,171A,16,ST,TAN,0000003304
0080002842,000010,MZ-FG-C900,1710,171A,29,ST,TAN,0000003305
0080002843,000010,MZ-FG-C900,1710,171A,179,ST,TAN,0000003306
0080002844,000010,MZ-FG-C900,1710,171A,36,ST,TAN,0000003307
0080002845,000010,MZ-FG-C900,1710,171A,12,ST,TAN,0000003308
0080002846,000010,MZ-FG-C900,1710,171A,15,ST,TAN,0000003309
0080002847,000010,MZ-FG-C900,1710,171A,15,ST,TAN,0000003310
0080002848,000010,MZ-FG-C900,1710,171A,31,ST,TAN,0000003311
0080002849,000010,MZ-FG-C900,1710,171A,185,ST,TAN,0000003312
0080002850,000010,MZ-FG-C900,1710,171A,35,ST,TAN,0000003313
0080002851,000010,MZ-FG-C900,1710,171A,5,ST,TAN,0000003314
0080002852,000010,MZ-FG-C900,1710,171A,70,ST,TAN,0000003315
0080002853,000010,MZ-FG-C900,1710,171A,10,ST,TAN,0000003316
0080002854,000010,MZ-FG-C900,1710,171A,68,ST,TAN,0000003317
0080002855,000010,MZ-FG-C900,1710,171A,121,ST,TAN,0000003318
0080002856,000010,MZ-FG-C900,1710,171A,61,ST,TAN,0000003319
0080002857,000010,MZ-FG-C900,1710,171A,16,ST,TAN,0000003320
0080002858,000010,MZ-FG-C900,1710,171A,36,ST,TAN,0000003321
0080002859,000010,MZ-FG-C900,1710,171A,96,ST,TAN,0000003322
0080002860,000010,MZ-FG-C900,1710,171A,63,ST,TAN,0000003323
0080002861,000010,MZ-FG-C900,1710,171A,13,ST,TAN,0000003324
0080002862,000010,MZ-FG-C900,1710,171A,85,ST,TAN,0000003325
0080002863,000010,MZ-FG-C900,1710,171A,113,ST,TAN,0000003326
0080002864,000010,MZ-FG-C900,1710,171A,13,ST,TAN,0000003327
0080002865,000010,MZ-FG-C900,1710,171A,7,ST,TAN,0000003328
0080002866,000010,MZ-FG-C900,1710,171A,20,ST,TAN,0000003329
0080002867,000010,MZ-FG-C950,1710,171A,14,ST,TAN,0000003330
0080002868,000010,MZ-FG-C950,1710,171A,7,ST,TAN,0000003331
0080002869,000010,MZ-FG-C950,1710,171A,57,ST,TAN,0000003332
0080002870,000010,MZ-FG-C950,1710,171A,12,ST,TAN,0000003333
0080002871,000010,MZ-FG-C950,1710,171A,40,ST,TAN,0000003334
0080002872,000010,MZ-FG-C950,1710,171A,29,ST,TAN,0000003335
0080002873,000010,MZ-FG-C950,1710,171A,34,ST,TAN,0000003336
0080002874,000010,MZ-FG-C950,1710,171A,81,ST,TAN,0000003337
0080002875,000010,MZ-FG-C950,1710,171A,38,ST,TAN,0000003338
0080002876,000010,MZ-FG-C950,1710,171A,37,ST,TAN,0000003339
0080002877,000010,MZ-FG-C950,1710,171A,8,ST,TAN,0000003340
0080002878,000010,MZ-FG-C950,1710,171A,53,ST,TAN,0000003341
0080002879,000010,MZ-FG-C950,1710,171A,61,ST,TAN,0000003342
0080002880,000010,MZ-FG-C950,1710,171A,31,ST,TAN,0000003343
0080002881,000010,MZ-FG-C950,1710,171A,24,ST,TAN,0000003344
0080002882,000010,MZ-FG-C950,1710,171A,29,ST,TAN,0000003345
0080002883,000010,MZ-FG-C950,1710,171A,77,ST,TAN,0000003346
0080002884,000010,MZ-FG-C950,1710,171A,13,ST,TAN,0000003347
0080002885,000010,MZ-FG-C950,1710,171A,63,ST,TAN,0000003348
0080002886,000010,MZ-FG-C950,1710,171A,19,ST,TAN,0000003349
0080002887,000010,MZ-FG-C950,1710,171A,65,ST,TAN,0000003350
0080002888,000010,MZ-FG-C950,1710,171A,22,ST,TAN,0000003351
0080002889,000010,MZ-FG-C950,1710,171A,3,ST,TAN,0000003352
0080002890,000010,MZ-FG-C950,1710,171A,33,ST,TAN,0000003353
0080002891,000010,MZ-FG-C950,1710,171A,8,ST,TAN,0000003354
0080002892,000010,MZ-FG-C950,1710,171A,70,ST,TAN,0000003355
0080002893,000010,MZ-FG-C950,1710,171A,9,ST,TAN,0000003356
0080002894,000010,MZ-FG-C950,1710,171A,20,ST,TAN,0000003357
0080002895,000010,MZ-FG-C950,1710,171A,1,ST,TAN,0000003358
0080002896,000010,MZ-FG-C950,1710,171A,31,ST,TAN,0000003359
0080002897,000010,MZ-FG-C950,1710,171A,83,ST,TAN,0000003360
0080002898,000010,MZ-FG-C950,1710,171A,8,ST,TAN,0000003361
0080002899,000010,MZ-FG-C950,1710,171A,21,ST,TAN,0000003362
0080002900,000010,MZ-FG-C950,1710,171A,26,ST,TAN,0000003363
0080002901,000010,MZ-FG-C950,1710,171A,29,ST,TAN,0000003364
0080002902,000010,MZ-FG-C950,1710,171A,34,ST,TAN,0000003365
0080002903,000010,MZ-FG-C990,1710,171A,11,ST,TAN,0000003366
0080002904,000010,MZ-FG-C990,1710,171A,45,ST,TAN,0000003367
0080002905,000010,MZ-FG-C990,1710,171A,24,ST,TAN,0000003368
0080002906,000010,MZ-FG-C990,1710,171A,76,ST,TAN,0000003369
0080002907,000010,MZ-FG-C990,1710,171A,56,ST,TAN,0000003370
0080002908,000010,MZ-FG-C990,1710,171A,38,ST,TAN,0000003371
0080002909,000010,MZ-FG-C990,1710,171A,87,ST,TAN,0000003372
0080002910,000010,MZ-FG-C990,1710,171A,2,ST,TAN,0000003373
0080002911,000010,MZ-FG-C990,1710,171A,70,ST,TAN,0000003374
0080002912,000010,MZ-FG-C990,1710,171A,93,ST,TAN,0000003375
0080002913,000010,MZ-FG-C990,1710,171A,8,ST,TAN,0000003376
0080002914,000010,MZ-FG-C990,1710,171A,17,ST,TAN,0000003377
0080002915,000010,MZ-FG-C990,1710,171A,31,ST,TAN,0000003378
0080002916,000010,MZ-FG-C990,1710,171A,1,ST,TAN,0000003379
0080002917,000010,MZ-FG-C990,1710,171A,60,ST,TAN,0000003380
0080002918,000010,MZ-FG-C990,1710,171A,57,ST,TAN,0000003381
0080002919,000010,MZ-FG-C990,1710,171A,5,ST,TAN,0000003382
0080002920,000010,MZ-FG-C990,1710,171A,18,ST,TAN,0000003383
0080002921,000010,MZ-FG-C990,1710,171A,107,ST,TAN,0000003384
0080002922,000010,MZ-FG-C990,1710,171A,4,ST,TAN,0000003385
0080002923,000010,MZ-FG-C990,1710,171A,21,ST,TAN,0000003386
0080002924,000010,MZ-FG-C990,1710,171A,110,ST,TAN,0000003387
0080002925,000010,MZ-FG-C990,1710,171A,21,ST,TAN,0000003388
0080002926,000010,MZ-FG-C990,1710,171A,104,ST,TAN,0000003389
0080002927,000010,MZ-FG-C990,1710,171A,41,ST,TAN,0000003390
0080002928,000010,MZ-FG-C990,1710,171A,34,ST,TAN,0000003391
0080002929,000010,MZ-FG-C990,1710,171A,26,ST,TAN,0000003392
0080002930,000010,MZ-FG-C990,1710,171A,9,ST,TAN,0000003393
0080002931,000010,MZ-FG-C990,1710,171A,92,ST,TAN,0000003394
0080002932,000010,MZ-FG-C990,1710,171A,85,ST,TAN,0000003395
0080002933,000010,MZ-FG-C990,1710,171A,18,ST,TAN,0000003396
0080002934,000010,MZ-FG-C990,1710,171A,10,ST,TAN,0000003397
0080002935,000010,MZ-FG-C990,1710,171A,9,ST,TAN,0000003398
0080002936,000010,MZ-FG-C990,1710,171A,86,ST,TAN,0000003399
0080002937,000010,MZ-FG-C990,1710,171A,74,ST,TAN,0000003400
0080002938,000010,MZ-FG-C990,1710,171A,64,ST,TAN,0000003401
0080002939,000010,MZ-FG-R200,1710,171A,3,ST,TAN,0000003402
0080002940,000010,MZ-FG-R200,1710,171A,18,ST,TAN,0000003403
0080002941,000010,MZ-FG-R200,1710,171A,2,ST,TAN,0000003404
0080002942,000010,MZ-FG-R200,1710,171A,1,ST,TAN,0000003405
0080002943,000010,MZ-FG-R200,1710,171A,1,ST,TAN,0000003406
0080002944,000010,MZ-FG-R200,1710,171A,3,ST,TAN,0000003407
0080002945,000010,MZ-FG-R200,1710,171A,7,ST,TAN,0000003408
0080002946,000010,MZ-FG-R200,1710,171A,9,ST,TAN,0000003409
0080002947,000010,MZ-FG-R200,1710,171A,8,ST,TAN,0000003410
0080002948,000010,MZ-FG-R200,1710,171A,1,ST,TAN,0000003411
0080002949,000010,MZ-FG-R200,1710,171A,15,ST,TAN,0000003412
0080002950,000010,MZ-FG-R200,1710,171A,6,ST,TAN,0000003413
0080002951,000010,MZ-FG-R200,1710,171A,3,ST,TAN,0000003414
0080002952,000010,MZ-FG-R200,1710,171A,3,ST,TAN,0000003415
0080002953,000010,MZ-FG-R200,1710,171A,11,ST,TAN,0000003416
0080002954,000010,MZ-FG-R200,1710,171A,37,ST,TAN,0000003417
0080002955,000010,MZ-FG-R200,1710,171A,11,ST,TAN,0000003418
0080002956,000010,MZ-FG-R200,1710,171A,13,ST,TAN,0000003419
0080002957,000010,MZ-FG-R200,1710,171A,17,ST,TAN,0000003420
0080002958,000010,MZ-FG-R200,1710,171A,4,ST,TAN,0000003421
0080002959,000010,MZ-FG-R200,1710,171A,19,ST,TAN,0000003422
0080002960,000010,MZ-FG-R200,1710,171A,19,ST,TAN,0000003423
0080002961,000010,MZ-FG-R200,1710,171A,30,ST,TAN,0000003424
0080002962,000010,MZ-FG-R200,1710,171A,39,ST,TAN,0000003425
0080002963,000010,MZ-FG-R200,1710,171A,8,ST,TAN,0000003426
0080002964,000010,MZ-FG-R200,1710,171A,5,ST,TAN,0000003427
0080002965,000010,MZ-FG-R200,1710,171A,10,ST,TAN,0000003428
0080002966,000010,MZ-FG-R200,1710,171A,1,ST,TAN,0000003429
0080002967,000010,MZ-FG-R200,1710,171A,22,ST,TAN,0000003430
0080002968,000010,MZ-FG-R200,1710,171A,3,ST,TAN,0000003431
0080002969,000010,MZ-FG-R200,1710,171A,6,ST,TAN,0000003432
0080002970,000010,MZ-FG-R200,1710,171A,10,ST,TAN,0000003433
0080002971,000010,MZ-FG-R200,1710,171A,4,ST,TAN,0000003434
0080002972,000010,MZ-FG-R200,1710,171A,5,ST,TAN,0000003435
0080003079,000010,TG11,1710,171A,100,ST,TAN,0000003542
0080003273,000010,TG11,1710,171A,10,ST,CBAO,0000003753
0080003081,000010,MZ-FG-C900,1710,171A,121,ST,TAN,0000003601
0080003082,000010,MZ-FG-C900,1710,171A,19,ST,TAN,0000003602
0080003083,000010,MZ-FG-C900,1710,171A,35,ST,TAN,0000003603
0080003084,000010,MZ-FG-C900,1710,171A,16,ST,TAN,0000003604
0080003085,000010,MZ-FG-C900,1710,171A,2,ST,TAN,0000003605
0080003086,000010,MZ-FG-C900,1710,171A,11,ST,TAN,0000003606
0080003087,000010,MZ-FG-C950,1710,171A,43,ST,TAN,0000003607
0080003088,000010,MZ-FG-C950,1710,171A,18,ST,TAN,0000003608
0080003089,000010,MZ-FG-C950,1710,171A,1,ST,TAN,0000003609
0080003090,000010,MZ-FG-C950,1710,171A,18,ST,TAN,0000003610
0080003091,000010,MZ-FG-C950,1710,171A,35,ST,TAN,0000003611
0080003092,000010,MZ-FG-C950,1710,171A,18,ST,TAN,0000003612
0080003093,000010,MZ-FG-C990,1710,171A,81,ST,TAN,0000003613
0080003094,000010,MZ-FG-C990,1710,171A,54,ST,TAN,0000003614
0080003095,000010,MZ-FG-C990,1710,171A,6,ST,TAN,0000003615
0080003096,000010,MZ-FG-C990,1710,171A,1,ST,TAN,0000003616
0080003097,000010,MZ-FG-C990,1710,171A,7,ST,TAN,0000003617
0080003098,000010,MZ-FG-C990,1710,171A,141,ST,TAN,0000003618
0080003099,000010,MZ-FG-R100,1710,171A,67,ST,TAN,0000003619
0080003100,000010,MZ-FG-R100,1710,171A,72,ST,TAN,0000003620
0080003101,000010,MZ-FG-R100,1710,171A,20,ST,TAN,0000003621
0080003102,000010,MZ-FG-R100,1710,171A,4,ST,TAN,0000003622
0080003103,000010,MZ-FG-R100,1710,171A,10,ST,TAN,0000003623
0080003104,000010,MZ-FG-R100,1710,171A,5,ST,TAN,0000003624
0080003105,000010,MZ-FG-R300,1710,171A,2,ST,TAN,0000003625
