MATNR,WERKS,LGORT,LABST
AVC_RBT_APPL_UNIT,1810,181A,0
AVC_RBT_BUNDLE,1810,181A,0
AVC_RBT_CNTRL_BRD,1810,181A,0
AVC_RBT_CNTRL_BRD,1810,181R,0
AVC_RBT_CNTRL_UNIT,1810,181A,0
AVC_RBT_ROBOT,1810,181A,0
TG11,5110,511A,0
FG126,5110,511A,0
FG126,5110,511B,0
RM12,5110,511B,0
RM12,5110,511C,0
RM120,5110,511B,0
RM120,5110,511C,0
RM122,5110,511B,0
RM122,5110,511C,0
RM124,5110,511B,0
RM124,5110,511C,0
RM128,5110,511B,0
RM128,5110,511C,0
RM13,5110,511B,0
RM13,5110,511C,0
RM14,5110,511B,0
RM14,5110,511C,0
RM16,5110,511B,0
RM16,5110,511C,0
RM20,5110,511B,0
RM20,5110,511C,0
RM27,5110,511B,0
RM27,5110,511C,0
SG124,5110,511B,0
SG21,5110,511B,0
SG22,5110,511B,0
SG224,5110,511B,0
SG25,5110,511B,0
SG23,5110,511B,0
RM129,5110,511B,0
RM129,5110,511C,0
FG130,5110,511A,0
FG130,5110,511B,0
SG30,5110,511B,0
FG228,5110,511A,0
FG228,5110,511B,0
SP001,5110,511B,0
SP002,5110,511B,0
SP003,5110,511B,0
SP004,5110,511B,0
SP005,5110,511B,0
SP006,5110,511B,0
RM33,5110,511B,0
RM34,5110,511B,0
SG27,5110,511B,0
RM233-1,5110,511B,0
RM233-4,5110,511B,0
SG233,5110,511B,0
SG234,5110,511B,0
FG129,5110,511A,0
FG129,5110,511B,0
SG29,5110,511B,0
RMPI001,5110,511C,0
RMPI002,5110,511C,0
RMPI003,5110,511C,0
RMPI004,5110,511C,0
RMPI005,5110,511C,0
SGPI001,5110,511B,0
SGPI001-V00,5110,511B,0
RMPI001,5110,511B,0
RMPI002,5110,511B,0
RMPI003,5110,511B,0
RMPI004,5110,511B,0
RMPI005,5110,511B,0
QM006,5110,511B,0
SDBOMERLAHD,5110,511A,0
SDBOMERLAIT01,5110,511A,0
SDBOMERLAIT02,5110,511A,0
SDBOMLUMFHD,5110,511A,0
SDBOMLUMFIT01,5110,511A,0
SDBOMLUMFIT02,5110,511A,0
CM-FL-V01,5110,511A,0
SF-FL-COMB,5110,511A,0
SF-FL-CWEIGHT,5110,511A,0
SF-FL-ELECTRIC,5110,511A,0
SF-FL-TIRE-CUSH,5110,511A,0
SF-FL-TIRE-PNEU,5110,511A,0
CM-MLFL-KM-VXX,5110,511A,0
SF-FL-FORKSEAT-VXX,5110,511B,0
CM-FL-V00,5110,511A,0
FG-FL-MV-V00,5110,511A,0
FG-FL-MV-V01,5110,511A,0
FG-FL-MV-V02,5110,511A,0
F-10A,5110,511A,0
F-10B,5110,511A,0
R-302,5110,511B,0
R-302,5110,511C,0
R-401,5110,511B,0
S-201,5110,511B,0
S-202,5110,511B,0
S-301,5110,511B,0
S-203,5110,511B,0
F-20A,5110,511A,0
R-311,5110,511B,0
R-410,5110,511B,0
R-411,5110,511B,0
R-412,5110,511B,0
S-208,5110,511B,0
S-210,5110,511B,0
S-310,5110,511B,0
S-315,5110,511B,0
SG26,5110,511B,0
SWN-CFG-SW-S1,5110,511B,0
FG1_CP,5110,511A,0
FG1_CP,5110,511B,0
RM1_CP,5110,511B,0
RM2_CP,5110,511B,0
SG1_CP,5110,511B,0
RMJIT01,5110,511B,0
RMJIT02,5110,511B,0
SGJIT01,5110,511B,0
SGJIT02,5110,511B,0
FG111,5110,511A,0
FG111_A,5110,511A,0
FG111_B,5110,511A,0
FG111_C,5110,511A,0
RM27_1,5110,511B,0
AVC_RBT_BASE_FRAME,5110,511B,0
AVC_RBT_D_ARM_50,5110,511B,0
AVC_RBT_L_ARM_45,5110,511B,0
AVC_RBT_SEALING,5110,511A,0
AVC_RBT_APPL_UNIT,5110,511A,0
AVC_RBT_BUNDLE,5110,511A,0
AVC_RBT_CNTRL_BRD,5110,511A,0
AVC_RBT_CNTRL_UNIT,5110,511A,0
AVC_RBT_ROBOT,5110,511A,0
TG11,4510,451A,0
TG11,4510,451R,0
FG126,4510,451A,0
FG126,4510,451B,0
FG126,4510,451R,0
RM12,4510,451B,0
RM12,4510,451C,0
RM120,4510,451B,0
RM120,4510,451C,0
RM122,4510,451B,0
RM122,4510,451C,0
RM124,4510,451B,0
RM124,4510,451C,0
RM128,4510,451B,0
RM128,4510,451C,0
RM13,4510,451B,0
RM13,4510,451C,0
RM14,4510,451B,0
RM14,4510,451C,0
RM16,4510,451B,0
RM16,4510,451C,0
RM20,4510,451B,0
RM20,4510,451C,0
RM27,4510,451B,0
RM27,4510,451C,0
SG124,4510,451B,0
SG21,4510,451B,0
SG22,4510,451B,0
SG224,4510,451B,0
SG25,4510,451B,0
SG23,4510,451B,0
RM129,4510,451B,0
RM129,4510,451C,0
FG130,4510,451A,0
FG130,4510,451B,0
SG30,4510,451B,0
FG228,4510,451A,0
FG228,4510,451B,0
FG228,4510,451R,0
SP001,4510,451B,0
SP002,4510,451B,0
SP003,4510,451B,0
SP004,4510,451B,0
SP005,4510,451B,0
SP006,4510,451B,0
RM33,4510,451B,0
RM33,4510,451C,0
RM34,4510,451B,0
RM34,4510,451C,0
SG27,4510,451B,0
RM233-1,4510,451B,0
RM233-2,4510,451E,0
RM233-4,4510,451B,0
SG233,4510,451B,0
SG234,4510,451B,0
FG129,4510,451A,0
FG129,4510,451B,0
SG29,4510,451B,0
RMPI001,4510,451C,0
RMPI002,4510,451C,0
RMPI003,4510,451C,0
RMPI004,4510,451C,0
RMPI005,4510,451C,0
SGPI001,4510,451B,0
SGPI001-V00,4510,451B,0
RMPI001,4510,451B,0
RMPI002,4510,451B,0
RMPI003,4510,451B,0
RMPI004,4510,451B,0
RMPI005,4510,451B,0
QM006,4510,451B,0
SDBOMERLAHD,4510,451A,0
SDBOMERLAHD,4510,451R,0
SDBOMERLAIT01,4510,451A,0
SDBOMERLAIT01,4510,451R,0
SDBOMERLAIT02,4510,451A,0
SDBOMERLAIT02,4510,451R,0
SDBOMLUMFHD,4510,451A,0
SDBOMLUMFHD,4510,451R,0
SDBOMLUMFIT01,4510,451A,0
SDBOMLUMFIT01,4510,451R,0
SDBOMLUMFIT02,4510,451A,0
SDBOMLUMFIT02,4510,451R,0
CM-FL-V01,4510,451A,0
SF-FL-COMB,4510,451B,0
SF-FL-CWEIGHT,4510,451B,0
SF-FL-ELECTRIC,4510,451B,0
SF-FL-TIRE-CUSH,4510,451B,0
SF-FL-TIRE-PNEU,4510,451B,0
CM-MLFL-KM-VXX,4510,451A,0
SF-FL-FORKSEAT-VXX,4510,451B,0
CM-FL-V00,4510,451A,0
CM-FL-V00,4510,451R,0
FG-FL-MV-V00,4510,451A,0
FG-FL-MV-V01,4510,451A,0
FG-FL-MV-V02,4510,451A,0
F-10A,4510,451A,0
F-10A,4510,451R,0
F-10B,4510,451A,0
F-10B,4510,451R,0
R-302,4510,451B,0
R-302,4510,451C,0
R-401,4510,451B,0
R-401,4510,451C,0
S-201,4510,451B,0
S-202,4510,451B,0
S-301,4510,451B,0
S-203,4510,451B,0
F-20A,4510,451A,0
F-20A,4510,451R,0
R-311,4510,451B,0
R-311,4510,451C,0
R-410,4510,451B,0
R-410,4510,451C,0
R-411,4510,451B,0
R-411,4510,451C,0
R-412,4510,451B,0
R-412,4510,451C,0
S-208,4510,451B,0
S-210,4510,451B,0
S-310,4510,451B,0
S-315,4510,451B,0
SG26,4510,451B,0
SWN-CFG-SW-S1,4510,451B,0
FG1_CP,4510,451A,0
FG1_CP,4510,451B,0
FG1_CP,4510,451R,0
RM1_CP,4510,451B,0
RM1_CP,4510,451C,0
RM2_CP,4510,451B,0
RM2_CP,4510,451C,0
SG1_CP,4510,451B,0
RMJIT01,4510,451B,0
RMJIT01,4510,451C,0
RMJIT02,4510,451B,0
RMJIT02,4510,451C,0
SGJIT01,4510,451B,0
SGJIT02,4510,451B,0
FG111,4510,451A,0
FG111_A,4510,451A,0
FG111_B,4510,451A,0
FG111_C,4510,451A,0
RM27_1,4510,451B,0
RM27_1,4510,451C,0
AVC_RBT_BASE_FRAME,4510,451B,0
AVC_RBT_CNTRL_CAB,4510,451A,0
AVC_RBT_CNTRL_CAB,4510,451R,0
AVC_RBT_D_ARM_50,4510,451B,0
AVC_RBT_L_ARM_45,4510,451B,0
AVC_RBT_SEALING,4510,451A,0
AVC_RBT_SEALING,4510,451R,0
AVC_RBT_APPL_UNIT,4510,451A,0
AVC_RBT_BUNDLE,4510,451A,0
AVC_RBT_CNTRL_BRD,4510,451A,0
AVC_RBT_CNTRL_BRD,4510,451R,0
AVC_RBT_CNTRL_UNIT,4510,451A,0
AVC_RBT_ROBOT,4510,451A,0
TG11,3210,321A,0
TG11,3210,321R,0
FG126,3210,321A,0
FG126,3210,321B,0
FG126,3210,321R,0
RM12,3210,321B,0
RM12,3210,321C,0
RM120,3210,321B,0
RM120,3210,321C,0
RM122,3210,321B,0
RM122,3210,321C,0
RM124,3210,321B,0
RM124,3210,321C,0
RM128,3210,321B,0
RM128,3210,321C,0
RM13,3210,321B,0
RM13,3210,321C,0
RM14,3210,321B,0
RM14,3210,321C,0
RM16,3210,321B,0
RM16,3210,321C,0
RM20,3210,321B,0
RM20,3210,321C,0
RM27,3210,321B,0
RM27,3210,321C,0
SG124,3210,321B,0
SG21,3210,321B,0
SG22,3210,321B,0
SG224,3210,321B,0
SG25,3210,321B,0
SG23,3210,321B,0
RM129,3210,321B,0
RM129,3210,321C,0
FG130,3210,321A,0
FG130,3210,321B,0
SG30,3210,321B,0
FG228,3210,321A,0
FG228,3210,321B,0
FG228,3210,321R,0
SP001,3210,321B,0
SP002,3210,321B,0
SP003,3210,321B,0
SP004,3210,321B,0
SP005,3210,321B,0
SP006,3210,321B,0
RM33,3210,321B,0
RM33,3210,321C,0
RM34,3210,321B,0
RM34,3210,321C,0
SG27,3210,321B,0
RM233-1,3210,321B,0
RM233-2,3210,321E,0
RM233-4,3210,321B,0
SG233,3210,321B,0
SG234,3210,321B,0
FG129,3210,321A,0
FG129,3210,321B,0
SG29,3210,321B,0
RMPI001,3210,321C,0
RMPI002,3210,321C,0
RMPI003,3210,321C,0
RMPI004,3210,321C,0
RMPI005,3210,321C,0
SGPI001,3210,321B,0
SGPI001-V00,3210,321B,0
RMPI001,3210,321B,0
RMPI002,3210,321B,0
RMPI003,3210,321B,0
RMPI004,3210,321B,0
RMPI005,3210,321B,0
QM006,3210,321B,0
SDBOMERLAHD,3210,321A,0
SDBOMERLAHD,3210,321R,0
SDBOMERLAIT01,3210,321A,0
SDBOMERLAIT01,3210,321R,0
SDBOMERLAIT02,3210,321A,0
SDBOMERLAIT02,3210,321R,0
SDBOMLUMFHD,3210,321A,0
SDBOMLUMFHD,3210,321R,0
SDBOMLUMFIT01,3210,321A,0
SDBOMLUMFIT01,3210,321R,0
SDBOMLUMFIT02,3210,321A,0
SDBOMLUMFIT02,3210,321R,0
CM-FL-V01,3210,321A,0
SF-FL-COMB,3210,321B,0
SF-FL-CWEIGHT,3210,321B,0
SF-FL-ELECTRIC,3210,321B,0
SF-FL-TIRE-CUSH,3210,321B,0
SF-FL-TIRE-PNEU,3210,321B,0
CM-MLFL-KM-VXX,3210,321A,0
SF-FL-FORKSEAT-VXX,3210,321B,0
CM-FL-V00,3210,321A,0
CM-FL-V00,3210,321R,0
FG-FL-MV-V00,3210,321A,0
FG-FL-MV-V01,3210,321A,0
FG-FL-MV-V02,3210,321A,0
F-10A,3210,321A,0
F-10A,3210,321R,0
F-10B,3210,321A,0
F-10B,3210,321R,0
R-302,3210,321B,0
R-302,3210,321C,0
R-401,3210,321B,0
R-401,3210,321C,0
S-201,3210,321B,0
S-202,3210,321B,0
S-301,3210,321B,0
S-203,3210,321B,0
F-20A,3210,321A,0
F-20A,3210,321R,0
R-311,3210,321B,0
R-311,3210,321C,0
R-410,3210,321B,0
R-410,3210,321C,0
R-411,3210,321B,0
R-411,3210,321C,0
R-412,3210,321B,0
R-412,3210,321C,0
S-208,3210,321B,0
S-210,3210,321B,0
S-310,3210,321B,0
S-315,3210,321B,0
SG26,3210,321B,0
SWN-CFG-SW-S1,3210,321B,0
FG1_CP,3210,321A,0
FG1_CP,3210,321B,0
FG1_CP,3210,321R,0
RM1_CP,3210,321B,0
RM1_CP,3210,321C,0
RM2_CP,3210,321B,0
RM2_CP,3210,321C,0
SG1_CP,3210,321B,0
RMJIT01,3210,321B,0
RMJIT01,3210,321C,0
RMJIT02,3210,321B,0
RMJIT02,3210,321C,0
SGJIT01,3210,321B,0
SGJIT02,3210,321B,0
FG111,3210,321A,0
FG111_A,3210,321A,0
FG111_B,3210,321A,0
FG111_C,3210,321A,0
RM27_1,3210,321B,0
RM27_1,3210,321C,0
AVC_RBT_BASE_FRAME,3210,321B,0
AVC_RBT_CNTRL_CAB,3210,321A,0
AVC_RBT_CNTRL_CAB,3210,321R,0
AVC_RBT_D_ARM_50,3210,321B,0
AVC_RBT_L_ARM_45,3210,321B,0
AVC_RBT_SEALING,3210,321A,0
AVC_RBT_SEALING,3210,321R,0
AVC_RBT_APPL_UNIT,3210,321A,0
AVC_RBT_BUNDLE,3210,321A,0
AVC_RBT_CNTRL_BRD,3210,321A,0
AVC_RBT_CNTRL_UNIT,3210,321A,0
AVC_RBT_ROBOT,3210,321A,0
TG11,1010,101A,0
TG11,1010,101R,0
FG126,1010,101A,0
FG126,1010,101R,0
RM12,1010,101C,0
RM120,1010,101C,0
RM122,1010,101C,0
RM124,1010,101C,0
RM128,1010,101C,0
RM13,1010,101C,0
RM14,1010,101C,0
RM16,1010,101C,0
RM20,1010,101C,0
RM27,1010,101C,0
RM129,1010,101C,0
FG130,1010,101A,0
FG228,1010,101A,0
FG228,1010,101R,0
RM33,1010,101C,0
RM34,1010,101C,0
RM233-2,1010,101E,0
FG129,1010,101A,0
RMPI001,1010,101C,0
RMPI002,1010,101C,0
RMPI003,1010,101C,0
RMPI004,1010,101C,0
RMPI005,1010,101C,0
SDBOMERLAHD,1010,101A,0
SDBOMERLAHD,1010,101R,0
SDBOMERLAIT01,1010,101A,0
SDBOMERLAIT01,1010,101R,0
SDBOMERLAIT02,1010,101A,0
SDBOMERLAIT02,1010,101R,0
SDBOMLUMFHD,1010,101A,0
SDBOMLUMFHD,1010,101R,0
SDBOMLUMFIT01,1010,101A,0
SDBOMLUMFIT01,1010,101R,0
SDBOMLUMFIT02,1010,101A,0
SDBOMLUMFIT02,1010,101R,0
CM-FL-V01,1010,101A,0
CM-MLFL-KM-VXX,1010,101A,0
CM-FL-V00,1010,101A,0
CM-FL-V00,1010,101R,0
FG-FL-MV-V00,1010,101A,0
FG-FL-MV-V01,1010,101A,0
FG-FL-MV-V02,1010,101A,0
EWMS4-50,1010,101D,0
EWMS4-50,1010,101S,0
EWMS4-502,1010,101D,0
EWMS4-502,1010,101S,0
EWMS4-503,1010,101D,0
EWMS4-503,1010,101S,0
EWMS4-601,1010,101D,0
EWMS4-601,1010,101S,0
F-10A,1010,101A,0
F-10A,1010,101R,0
F-10B,1010,101A,0
F-10B,1010,101R,0
R-302,1010,101C,0
R-401,1010,101C,0
F-20A,1010,101A,0
F-20A,1010,101R,0
R-311,1010,101C,0
R-410,1010,101C,0
R-411,1010,101C,0
R-412,1010,101C,0
FG1_CP,1010,101A,0
FG1_CP,1010,101R,0
RM1_CP,1010,101C,0
RM2_CP,1010,101C,0
RMJIT01,1010,101C,0
RMJIT02,1010,101C,0
FG111,1010,101A,0
FG111_A,1010,101A,0
FG111_B,1010,101A,0
FG111_C,1010,101A,0
RM27_1,1010,101C,0
AVC_RBT_CNTRL_CAB,1010,101A,0
AVC_RBT_CNTRL_CAB,1010,101R,0
AVC_RBT_SEALING,1010,101A,0
AVC_RBT_SEALING,1010,101R,0
AVC_RBT_APPL_UNIT,1010,101A,0
AVC_RBT_BUNDLE,1010,101A,0
AVC_RBT_CNTRL_BRD,1010,101A,0
AVC_RBT_CNTRL_BRD,1010,101R,0
AVC_RBT_CNTRL_UNIT,1010,101A,0
AVC_RBT_ROBOT,1010,101A,0
CM-FL-V00-3P,1010,101A,0
CM-FL-V00-3P,1010,101R,0
AVC_RBT_CONTROL,1010,101A,0
AVC_RBT_LINK_ARM,1010,101A,0
AVC_RBT_ROBOT2,1010,101A,0
RMPC07,1010,101C,0
RMPC08,1010,101C,0
FG202,1010,101A,0
RM203,1010,101A,0
RM204,1010,101A,0
D2O_09077205423_C,1010,101A,0
D2O_09077205423_C,1010,101R,0
D2O_0424955000,1010,101C,0
D2O_0563557002,1010,101C,0
D2O_0625555452,1010,101C,0
D2O_0901513371,1010,101C,0
D2O_0903271777_C,1010,101C,0
FG1_DS,1010,101A,0
RM1_DS,1010,101C,0
RM2_DS,1010,101C,0
SG1_DS,1010,101A,0
FG2_DS,1010,101A,0
FG2_DS,1010,101R,0
RM3_DS,1010,101C,0
RM4_DS,1010,101C,0
SG2_DS,1010,101A,0
TG11,1710,171A,0
TG11,1710,171R,0
FG126,1710,171A,0
FG126,1710,171R,0
RM12,1710,171C,0
RM120,1710,171C,0
RM122,1710,171C,0
RM124,1710,171C,0
RM128,1710,171C,0
RM13,1710,171C,0
RM14,1710,171C,0
RM16,1710,171C,0
RM20,1710,171C,0
RM27,1710,171C,0
RM129,1710,171C,0
FG130,1710,171A,0
FG228,1710,171A,0
FG228,1710,171R,0
RM33,1710,171C,0
RM34,1710,171C,0
RM233-2,1710,171E,0
FG129,1710,171A,0
RMPI001,1710,171C,0
RMPI002,1710,171C,0
RMPI003,1710,171C,0
RMPI004,1710,171C,0
RMPI005,1710,171C,0
SDBOMERLAHD,1710,171A,0
SDBOMERLAHD,1710,171R,0
SDBOMERLAIT01,1710,171A,0
SDBOMERLAIT01,1710,171R,0
SDBOMERLAIT02,1710,171A,0
SDBOMERLAIT02,1710,171R,0
SDBOMLUMFHD,1710,171A,0
SDBOMLUMFHD,1710,171R,0
SDBOMLUMFIT01,1710,171A,0
SDBOMLUMFIT01,1710,171R,0
SDBOMLUMFIT02,1710,171A,0
SDBOMLUMFIT02,1710,171R,0
CM-FL-V01,1710,171A,0
CM-MLFL-KM-VXX,1710,171A,0
CM-FL-V00,1710,171A,0
CM-FL-V00,1710,171R,0
FG-FL-MV-V00,1710,171A,0
FG-FL-MV-V01,1710,171A,0
FG-FL-MV-V02,1710,171A,0
EWMS4-50,1710,171D,0
EWMS4-50,1710,171S,0
EWMS4-502,1710,171D,0
EWMS4-502,1710,171S,0
EWMS4-503,1710,171D,0
EWMS4-503,1710,171S,0
EWMS4-601,1710,171D,0
EWMS4-601,1710,171S,0
F-10A,1710,171A,0
F-10A,1710,171R,0
F-10B,1710,171A,0
F-10B,1710,171R,0
R-302,1710,171C,0
R-401,1710,171C,0
F-20A,1710,171A,0
F-20A,1710,171R,0
R-311,1710,171C,0
R-410,1710,171C,0
R-411,1710,171C,0
R-412,1710,171C,0
FG1_CP,1710,171A,0
FG1_CP,1710,171R,0
RM1_CP,1710,171C,0
RM2_CP,1710,171C,0
RMJIT01,1710,171C,0
RMJIT02,1710,171C,0
FG111,1710,171A,0
FG111_A,1710,171A,0
FG111_B,1710,171A,0
FG111_C,1710,171A,0
RM27_1,1710,171C,0
AVC_RBT_CNTRL_CAB,1710,171A,0
AVC_RBT_CNTRL_CAB,1710,171R,0
AVC_RBT_SEALING,1710,171A,0
AVC_RBT_SEALING,1710,171R,0
AVC_RBT_APPL_UNIT,1710,171A,0
AVC_RBT_BUNDLE,1710,171A,0
AVC_RBT_CNTRL_BRD,1710,171A,0
AVC_RBT_CNTRL_BRD,1710,171R,0
AVC_RBT_CNTRL_UNIT,1710,171A,0
AVC_RBT_ROBOT,1710,171A,0
CM-FL-V00-3P,1710,171A,0
CM-FL-V00-3P,1710,171R,0
AVC_RBT_CONTROL,1710,171A,0
AVC_RBT_LINK_ARM,1710,171A,0
AVC_RBT_ROBOT2,1710,171A,0
RMPC07,1710,171C,0
RMPC08,1710,171C,0
FG202,1710,171A,0
RM203,1710,171A,0
RM204,1710,171A,0
D2O_09077205423_C,1710,171A,0
D2O_09077205423_C,1710,171R,0
D2O_0424955000,1710,171C,0
D2O_0563557002,1710,171C,0
D2O_0625555452,1710,171C,0
D2O_0901513371,1710,171C,0
D2O_0903271777_C,1710,171C,0
FG1_DS,1710,171A,0
RM1_DS,1710,171C,0
RM2_DS,1710,171C,0
SG1_DS,1710,171A,0
FG2_DS,1710,171A,0
FG2_DS,1710,171R,0
RM3_DS,1710,171C,0
RM4_DS,1710,171C,0
SG2_DS,1710,171A,0
TG11,2710,271A,0
TG11,2710,271R,0
FG126,2710,271A,0
FG126,2710,271B,0
FG126,2710,271R,0
RM12,2710,271B,0
RM12,2710,271C,0
RM120,2710,271B,0
RM120,2710,271C,0
RM122,2710,271B,0
RM122,2710,271C,0
RM124,2710,271B,0
RM124,2710,271C,0
RM128,2710,271B,0
RM128,2710,271C,0
RM13,2710,271B,0
RM13,2710,271C,0
RM14,2710,271B,0
RM14,2710,271C,0
RM16,2710,271B,0
RM16,2710,271C,0
RM20,2710,271B,0
RM20,2710,271C,0
RM27,2710,271B,0
RM27,2710,271C,0
SG124,2710,271B,0
SG21,2710,271B,0
SG22,2710,271B,0
SG224,2710,271B,0
SG25,2710,271B,0
SG23,2710,271B,0
RM129,2710,271B,0
RM129,2710,271C,0
FG130,2710,271A,0
FG130,2710,271B,0
SG30,2710,271B,0
FG228,2710,271A,0
FG228,2710,271B,0
FG228,2710,271R,0
SP001,2710,271B,0
SP002,2710,271B,0
SP003,2710,271B,0
SP004,2710,271B,0
SP005,2710,271B,0
SP006,2710,271B,0
RM33,2710,271B,0
RM33,2710,271C,0
RM34,2710,271B,0
RM34,2710,271C,0
SG27,2710,271B,0
RM233-1,2710,271B,0
RM233-2,2710,271E,0
RM233-4,2710,271B,0
SG233,2710,271B,0
SG234,2710,271B,0
FG129,2710,271A,0
FG129,2710,271B,0
SG29,2710,271B,0
RMPI001,2710,271C,0
RMPI002,2710,271C,0
RMPI003,2710,271C,0
RMPI004,2710,271C,0
RMPI005,2710,271C,0
SGPI001,2710,271B,0
SGPI001-V00,2710,271B,0
RMPI001,2710,271B,0
RMPI002,2710,271B,0
RMPI003,2710,271B,0
RMPI004,2710,271B,0
RMPI005,2710,271B,0
QM006,2710,271B,0
SDBOMERLAHD,2710,271A,0
SDBOMERLAHD,2710,271R,0
SDBOMERLAIT01,2710,271A,0
SDBOMERLAIT01,2710,271R,0
SDBOMERLAIT02,2710,271A,0
SDBOMERLAIT02,2710,271R,0
SDBOMLUMFHD,2710,271A,0
SDBOMLUMFHD,2710,271R,0
SDBOMLUMFIT01,2710,271A,0
SDBOMLUMFIT01,2710,271R,0
SDBOMLUMFIT02,2710,271A,0
SDBOMLUMFIT02,2710,271R,0
CM-FL-V01,2710,271A,0
SF-FL-COMB,2710,271B,0
SF-FL-CWEIGHT,2710,271B,0
SF-FL-ELECTRIC,2710,271B,0
SF-FL-TIRE-CUSH,2710,271B,0
SF-FL-TIRE-PNEU,2710,271B,0
CM-MLFL-KM-VXX,2710,271A,0
SF-FL-FORKSEAT-VXX,2710,271B,0
CM-FL-V00,2710,271A,0
CM-FL-V00,2710,271R,0
FG-FL-MV-V00,2710,271A,0
FG-FL-MV-V01,2710,271A,0
FG-FL-MV-V02,2710,271A,0
F-10A,2710,271A,0
F-10A,2710,271R,0
F-10B,2710,271A,0
F-10B,2710,271R,0
R-302,2710,271B,0
R-302,2710,271C,0
R-401,2710,271B,0
R-401,2710,271C,0
S-201,2710,271B,0
S-202,2710,271B,0
S-301,2710,271B,0
S-203,2710,271B,0
F-20A,2710,271A,0
F-20A,2710,271R,0
R-311,2710,271B,0
R-311,2710,271C,0
R-410,2710,271B,0
R-410,2710,271C,0
R-411,2710,271B,0
R-411,2710,271C,0
R-412,2710,271B,0
R-412,2710,271C,0
S-208,2710,271B,0
S-210,2710,271B,0
S-310,2710,271B,0
S-315,2710,271B,0
SG26,2710,271B,0
SWN-CFG-SW-S1,2710,271B,0
FG1_CP,2710,271A,0
FG1_CP,2710,271B,0
FG1_CP,2710,271R,0
RM1_CP,2710,271B,0
RM1_CP,2710,271C,0
RM2_CP,2710,271B,0
RM2_CP,2710,271C,0
SG1_CP,2710,271B,0
RMJIT01,2710,271B,0
RMJIT01,2710,271C,0
RMJIT02,2710,271B,0
RMJIT02,2710,271C,0
SGJIT01,2710,271B,0
SGJIT02,2710,271B,0
AVC_RBT_BASE_FRAME,2710,271B,0
AVC_RBT_CNTRL_CAB,2710,271A,0
AVC_RBT_CNTRL_CAB,2710,271R,0
AVC_RBT_D_ARM_50,2710,271B,0
AVC_RBT_L_ARM_45,2710,271B,0
AVC_RBT_SEALING,2710,271A,0
AVC_RBT_SEALING,2710,271R,0
AVC_RBT_APPL_UNIT,2710,271A,0
AVC_RBT_BUNDLE,2710,271A,0
AVC_RBT_CNTRL_BRD,2710,271A,0
AVC_RBT_CNTRL_BRD,2710,271R,0
AVC_RBT_CNTRL_UNIT,2710,271A,0
AVC_RBT_ROBOT,2710,271A,0
FG126,5910,591B,0
RM12,5910,591B,0
RM120,5910,591B,0
RM122,5910,591B,0
RM124,5910,591B,0
RM128,5910,591B,0
RM13,5910,591B,0
RM14,5910,591B,0
RM16,5910,591B,0
RM20,5910,591B,0
RM27,5910,591B,0
SG124,5910,591B,0
SG21,5910,591B,0
SG22,5910,591B,0
SG224,5910,591B,0
SG25,5910,591B,0
SG23,5910,591B,0
RM129,5910,591B,0
FG130,5910,591B,0
SG30,5910,591B,0
FG228,5910,591B,0
SP001,5910,591B,0
SP002,5910,591B,0
SP003,5910,591B,0
SP004,5910,591B,0
SP005,5910,591B,0
SP006,5910,591B,0
RM33,5910,591B,0
RM34,5910,591B,0
SG27,5910,591B,0
RM233-1,5910,591B,0
RM233-4,5910,591B,0
SG233,5910,591B,0
SG234,5910,591B,0
FG129,5910,591B,0
SG29,5910,591B,0
SGPI001,5910,591B,0
SGPI001-V00,5910,591B,0
RMPI001,5910,591B,0
RMPI002,5910,591B,0
RMPI003,5910,591B,0
RMPI004,5910,591B,0
RMPI005,5910,591B,0
QM006,5910,591B,0
SF-FL-COMB,5910,591B,0
SF-FL-CWEIGHT,5910,591B,0
SF-FL-ELECTRIC,5910,591B,0
SF-FL-TIRE-CUSH,5910,591B,0
SF-FL-TIRE-PNEU,5910,591B,0
SF-FL-FORKSEAT-VXX,5910,591B,0
R-302,5910,591B,0
R-401,5910,591B,0
S-201,5910,591B,0
S-202,5910,591B,0
S-301,5910,591B,0
S-203,5910,591B,0
R-311,5910,591B,0
R-410,5910,591B,0
TG11,5110,511R,0
FG126,5110,511R,0
FG228,5110,511R,0
RM233-2,5110,511E,0
SDBOMERLAHD,5110,511R,0
SDBOMERLAIT01,5110,511R,0
SDBOMERLAIT02,5110,511R,0
SDBOMLUMFHD,5110,511R,0
SDBOMLUMFIT01,5110,511R,0
SDBOMLUMFIT02,5110,511R,0
CM-FL-V00,5110,511R,0
F-10A,5110,511R,0
F-10B,5110,511R,0
R-401,5110,511C,0
F-20A,5110,511R,0
R-311,5110,511C,0
R-410,5110,511C,0
R-411,5110,511C,0
R-412,5110,511C,0
FG1_CP,5110,511R,0
RM1_CP,5110,511C,0
RM2_CP,5110,511C,0
RMJIT01,5110,511C,0
RMJIT02,5110,511C,0
RM27_1,5110,511C,0
AVC_RBT_CNTRL_CAB,5110,511R,0
AVC_RBT_SEALING,5110,511R,0
AVC_RBT_CNTRL_BRD,5110,511R,0
TG11,2010,201A,0
TG11,2010,201R,0
FG126,2010,201A,0
FG126,2010,201B,0
FG126,2010,201R,0
RM12,2010,201B,0
RM12,2010,201C,0
RM120,2010,201B,0
RM120,2010,201C,0
RM122,2010,201B,0
RM122,2010,201C,0
