MATNR,SPRAS,MAKTX
SGME04,A,SEMI04، إنتاج حسب المخزون، تكامل ‏ME، ‏B
FG126_V1,A,FIN126‏،MTS-DI،احتمال ت.عن التزام،رقم م.
RM235,A,"RAW235,VB"
QM006,A,إدارة الجودة: دُفعة الإنتاج
FG2_CP,A,"CP-FG2, حبر معبأ في زجاجة، 15 مللي"
RM5_CP,A,"CP-RM5, طلاء"
RM6_CP,A,"CP-RM6, صبغة"
RM7_CP,A,"CP-RM7, بطاقة"
RM8_CP,A,"CP-RM8, زجاجة"
SG2_CP,A,CP-SG2، حبر معبأ في زجاجة
SG-WPM-ELEC-PLUG,A,قابس كهربائي
SG-WPM-GEAR-HSNG,A,موضع الترس
SG-WPM-MOTOR-HSG,A,موضع المحرك
SG-WPM-RING-GEAR,A,ترس حلقي
SG-WPR-MOTOR,A,محرك المسح
FG111,A,"FIN111, MTS-DI, PD"
FG111_A,A,"FIN111_A,MTS-DI,PD"
FG111_B,A,"FIN111_B, MTS-DI, PD"
FG111_C,A,"FIN111_C, MTS-DI, PD"
RM27_1,A,"RAW27_1, PD, التعبئة"
RM1420,A,"RM1420, ‏PD, مذيب"
RM1430,A,"RM1430, PD, عامل حفاز"
SG2200,A,"SEMI2200,MTS-PI,PD,مع منتج مشترك وثانوي"
SG7100,A,"SEMI7100، ‏PD, منتج ثانوي"
SG9100,A,"SEMI9100, ‏PD, منتج مشترك"
SG1010,A,"SEMI1010, PD, مادة مخزن مع دفعة"
FG29-1,A,FIN29-1، MTS-PI، مع مادة المخزن
FG6200,A,FIN6200‏، MTO-PI‏، PD‏، الدُفعة
SG6100,A,SEMI6100‏، PI‏، PD‏، الدُفعة
FG6500,A,"FIN6500, PI, PD, مواد مقصورة الخزان"
ZCART01,A,بضائع تجارية 11، PD، تداول إقليمي
ZTRAY01,A,بضائع تجارية 11، PD، تداول إقليمي
ZPRINTER01,A,بضائع تجارية 11، PD، تداول إقليمي
SG234,A,"SEMI234,PD,KANBAN, MTS"
SF-FL-CWEIGHT,A,لوح  ثقل موازِن الرافعة الشوكية
RMJIT01,A,RAW01، تصنيع تكراري في الوقت المحدد
RMJIT02,A,RAW02، تصنيع تكراري في الوقت المحدد
SGJIT01,A,SEMI01، تصنيع تكراري في الوقت المحدد
SGJIT02,A,SEMI02، تصنيع تكراري في الوقت المحدد
SG8100,A,SEMI8100، ‏PD،‏ منتج مشترك، سعر ثابت
PIP01,A,مادة خط الأنابيب 01
AVC_RBT_APPL_UNIT,A,وحدة التطبيق
AVC_RBT_BASE_FRAME,A,إطار أساسي
AVC_RBT_BUNDLE,A,مجموعة برامج تتبع الارتباطات
AVC_RBT_CNTRL_CAB,A,خزانة التحكم
AVC_RBT_CNTRL_UNIT,A,وحدة التحكم
AVC_RBT_ROBOT,A,وحدة أساسية لبرنامج تتبع الارتباطات
AVC_RBT_SEALING,A,وحدة الختم
FG227,A,"FIN228,MTO,PD،دُفعة-واردأولاً يصرف أولاً"
FG3_CP,A,CP-FG1، عمود بحوامل مدورة
SG3_CP,A,CP-SG1، عمود
AVC_RBT_CNTRL_BRD,A,لوحة التحكم (قابلة للبرمجة)
CM-FL-V00-3P,A,رافعة شوكية للجهة الخارجية
AVC_RBT_BRD_PAINT,A,لوحة التحكم (الطلاء)
AVC_RBT_BRD_SEAL,A,لوحة التحكم (الغلق)
AVC_RBT_CONTROL,A,وحدة التحكم (قابلة للتكوين)
AVC_RBT_LINK_ARM,A,ذراع الارتباط (قابل للتكوين)
AVC_RBT_ROBOT2,A,برنامج تتبع ارتباطات متعدد المستويات
RMPC07,A,خام - إدارة العمليات 07
RMPC08,A,خام - إدارة العمليات 08
FG126_B,A,FIN126‏،MTS-DI،احتمال ت.عن التزام،رقم م.
FG126_V9,A,FIN126‏،MTS-DI،احتمال ت.عن التزام،رقم م.
CM-FL-V02,A,رافعة شوكية
AVC_RBT_L_ARM_45,A,طول ذراع محرك الأقراص المرنة 45
AVC_RBT_D_ARM_50,A,طول ذراع محرك الأقراص المرنة 50
FG130,A,FIN130،MTS-DI،PD،PP
SG30,A,SEM30،PD،PP
SGJIT02-SERIALIZED,A,المادة المسلسلة، في الوقت المحدد
CSSRV_01,W,Услуга
FG202,A,البضائع النهائية FG202
RM203,A,المادة الخام RM203
RM204,A,المادة الخام RM204
FG329,V,"FIN326,PLM,MTS-DI,PD,parti-FIFO"
FG329,W,"FIN326,PLM,MTS-DI,PD, партида FIFO"
FG329_V1,V,"FIN326,PLM,MTS-DI,PD,parti-FIFO"
FG329_V1,W,"FIN326,PLM,MTS-DI,PD, партида FIFO"
FG329_B,W,"FIN326,PLM,MTS-DI,PD, партида FIFO"
FG329_B,V,"FIN326,PLM,MTS-DI,PD,parti-FIFO"
FG329_B1,V,"FIN326,PLM,MTS-DI,PD,parti-FIFO"
FG329_B1,W,"FIN326,PLM,MTS-DI,PD, партида FIFO"
FG228,A,FIN228،MTO،PD،دُفعة-واردأولاً يصرف أولاً
FG228,W,"FIN228,MTO,PD,Fifo"
SG-CFP-ADAPTER,A,المحول
SG-CFP-CON,A,الموصِّل
SGPCSVT01,A,شبه نهائي- تتبع حجم المادة 01
FG326-V3,V,"FIN326,PLM,MTS-DI,PD,parti-FIFO"
FG326-V3,W,"FIN326,PLM,MTS-DI,PD, партида FIFO"
FG326_V4,W,"FIN326,PLM,MTS-DI,PD, партида FIFO"
FG326_V4,V,"FIN326,PLM,MTS-DI,PD,parti-FIFO"
AVC_RBT_ROBOTS,A,وحدة أساسية لبرنامج تتبع الارتباطات
AVC_RBT_ROBOTS,W,Базова единица
AVC_RBT_ROBO,A,وحدة أساسية لبرنامج تتبع الارتباطات
AVC_RBT_ROBO,W,Базова единица
AVC_RB_ROBOTS,A,وحدة أساسية لبرنامج تتبع الارتباطات
AVC_RB_ROBOTS,W,Базова единица
AVC_RB_ROBOTICS,A,وحدة أساسية لبرنامج تتبع الارتباطات
AVC_RB_ROBOTICS,W,Базова единица
D2O_09077205423_C,A,حامل دعم بأدوات استشعار وعامل تصفية
D2O_09077205423_C,W,Поддържаща стойка със сензори и филтър
SOM_MSU_CLD_INFRA,A,البنية الأساسية السحابية متعددة مستويات
SOM_MSU_CLD_INFRA,W,Облачна инфраструктура на няколко нива
SOM_MSU_WL_VM,A,حمل العمل - آلة افتراضية
SOM_MSU_WL_VM,W,Работно натоварване = виртуална машина
SOM_SCR_CLD_STR,A,تخزين الاشتراك السحابي
SOM_SCR_CLD_STR,W,Абонамент за облак - склад
SOM_SCR_VM_INST_GP,A,نسخة آلة افتراضية - غرض عام
SOM_SCR_VM_INST_GP,W,Инстанция на ВМ - обща цел
SOM_SCR_VM_INST_SO,A,نسخة آلة افتراضية - تخزين محسَّن
SOM_SCR_VM_INST_SO,W,Инстанция на ВМ - оптимиз.съхранение
SOM_SCR_WL_BR_MTL,A,حمل العمل - Bare Metal
SOM_SCR_WL_BR_MTL,W,Работно натоварване - чист метал
FG1_DS,A,FG1-DS، عمود بحوامل مدورة
FG1_DS,W,"FG1-DS, вал с търкалящи лагери"
RM1_DS,A,RM1-DS، صلب
RM1_DS,W,"RM1-DS, стомана"
RM2_DS,A,RM1-DS، صلب
RM2_DS,W,"RM1-DS, стомана"
SG1_DS,A,SG1-DS، عمود
SG1_DS,W,"SG1-DS, вал"
FG2_DS,A,FIN FG2 _DS ، الإنتاج حسب الطلب
FG2_DS,W,"FIN FG2 _DS , MTO"
RM3_DS,A,RAW RM3_DS
RM3_DS,W,RAW RM3_DS
RM4_DS,A,RAW RM4_DS
RM4_DS,W,RAW RM4_DS
SG2_DS,A,SEMI SG2_DS
SG2_DS,W,SEMI SG2_DS
RM13,X,"RAW13,PD,subranga"
RM09,X,"RAW09,PD,partija-FIFO"
RM12,X,"RAW12,PD,pasikartojanti gamyba"
RM14,X,"RAW14,PD,subranga"
RM15,X,"RAW15,PD"
RM16,X,"RAW16,PD"
RM17,X,"RAW17,PD"
RM18,X,"RAW18,PD"
CM-FL-V01,X,Šakinis krautuvas
CM-FL-V00,X,Šakinis krautuvas
RM19,X,"RAW19,PD,partija FIFO, supaprastintas QM"
RM120,X,"RAW120,PD,kokybė patikrinta"
RM122,X,"RAW122,PD,partija-FIFO,įsig. importas"
RM124,X,"RAW124,VB,sunaudojimas,fiks.saug. talp."
RM128,X,"RAW128,PD,konsignacija"
RM20,X,"RAW20,PD"
RM27,X,"RAW27,PD,pakavimo dėžė"
RM30,X,"RAW30,VB,partija FIFO"
RM129,X,"RAW129,PD"
RM233-1,X,"RAW233-1, PD, KANBAN atsargų perkėlimas"
RM233-2,X,"RAW233-2,ND,KANBAN, tiekimo sutartys"
RM233-4,X,"RAW233-4,ND,KANBAN,tiekimo sutartys"
RM234,X,"RAW234,VB, serijinė gamyba"
R-302,X,"RAW302,PD"
R-401,X,"RAW401,D1"
RM33,X,"RAW33,PD,subranga"
RM34,X,"RAW34,PD,subranga"
CM-MLFL-KM-VXX,X,Kelių lygių šakinis krautuvas
R-311,X,"RAW311,PD"
R-410,X,"RAW410,PD"
R-411,X,"RAW411,PD"
R-412,X,"RAW412,PD"
RMIPD001,X,1 ARM aparatūra
RMIPD002,X,2 ARM aparatūra
RM1_CP,X,"CP-RM1, plienas"
RM2_CP,X,"CP-RM2, riedėjimo guolis"
RM3_CP,X,"CP-RM2, bandažo žiedas"
RM4_CP,X,"CP-RM4, pakavimo medžiaga"
FGME01,X,"FIN01, MTS, ME integracija, A"
FGME02,X,"FIN02, MTS, ME integracija, A"
RMME01,X,"RAW01, MTS, ME integracija, A"
RMME02,X,"RAW02, MTS, ME integracija, A"
RMME03,X,"RAW03, MTS, ME integracija, A"
RMME04,X,"RAW04, MTS, ME integracija, A"
RMME05,X,"RAW05, MTS, ME integracija, A"
RMME06,X,"RAW06, MTS, ME integracija, A"
RMME07,X,"RAW07, MTS, ME integracija, A"
FGME03,X,"FIN03, MTS, ME integracija, B"
FGME04,X,"FIN04, MTS, ME integracija, B"
RM235,X,"RAW235,VB"
QM006,X,KV GAMYBOS PARTIJA
RM5_CP,X,"CP-RM5, lakas"
RM6_CP,X,"CP-RM6, pigmentas"
RM7_CP,X,"CP-RM7, etiketė"
RM8_CP,X,"CP-RM8, butelis"
RM27_1,X,"RAW27_1, PD, pakuotė"
RM1420,X,"RM1420, PD, tirpiklis"
RM1430,X,"RM1430, PD, katalizatorius"
RMJIT01,X,"RAW01,JIT,RepetitiveManuf."
RMJIT02,X,"RAW02,JIT,RepetitiveManuf."
PIP01,X,Vamzdyno medžiaga 01
CM-FL-V00-3P,X,Šakinis krautuvas trečiajai šaliai
CM-FL-V02,X,Šakinis krautuvas
RM203,X,Žaliava RM203
RM204,X,Žaliava RM204
TG11,X,"Prek.gam. 11,PD,reg.prekyba"
SF-FL-COMB,X,Šak. kraut. pagrindas - degimo modelis
SF-FL-ELECTRIC,X,Šak. kraut. pagrindas - elektr. modelis
SF-FL-CWEIGHT,X,Šakinis krautuvas - atsvaros diskas
SF-FL-TIRE-CUSH,X,Šakinis krautuvas - pad. pagalvėlė
SF-FL-TIRE-PNEU,X,Šakinis krautuvas - pneumatinė padanga
SG124,X,"SEMI124,PD,tarpinis komplektinis blokas"
SG21,X,"SEMI21,PD,pasikartojanti gamyba"
SG224,X,"SEMI224,MTO,PD,tarpinis kompl. blokas"
SG22,X,"SEMI22,PD,fiktyvus"
SG23,X,"SEMI23,PD,subranga"
SG24,X,"SEMI24,PD,partija FIFO"
SG25,X,"SEMI25,PD,išorinis įsigijimas"
FG126,X,"FIN126,MTS-DI,PD,ser.Nr."
FG226,X,"FIN226,MTO,PD,partija-FIFO"
FG29,X,"FIN29,MTS-PI,PD,partija-gal.pab.data"
SP001,X,Guolis
SP002,X,Mova
SP003,X,Velenas
SP004,X,Tarpinė 1mm
SP005,X,Mechaninis sandarinimas
SP006,X,Krumpliaratis IS651
SG233,X,"SEMI233,PD,KANBAN, REM"
FG233,X,"FERT 233, PD, serijinė gamyba"
RMPI001,X,1 įvestis (VANDUO)
RMPI002,X,2 įvestis (2 MEDŽIAGA)
RMPI003,X,3 įvestis (3 MEDŽIAGA)
RMPI004,X,4 įvestis (4 MEDŽIAGA)
RMPI005,X,5 įvestis (mėlyna spalva)
SGPI001,X,1 IŠVESTIS
EWMS4-502,X,"RAW502, greitas judėjimas"
EWMS4-503,X,"RAW503, greitas judėjimas"
EWMS4-601,X,"RAW601, greitas judėjimas"
F-10A,X,"FIN10A,MTS-DDMRP,PD"
F-10B,X,"FIN10B,MTS-DDMRP,PD"
S-201,X,"SEMI201,MTS,D1,tarpinis komplektinis bl."
S-202,X,"SEMI202,MTS,D1"
S-301,X,"SEMI301,MTS,PD,tarpinis komplektinis bl."
FG-FL-MV-V00,X,Šakinis krautuvas - medžiagos variantas
EWMS4-50,X,"FIN50, greitas judėjimas"
SG27,X,"SEMI27,PD,subranga"
SF-FL-FORKSEAT-VXX,X,Šakinio krautuvo sėdynės tipas (HALB)
FG-FL-MV-V01,X,Šakinis krautuvas – 1 medžiagos var.
FG-FL-MV-V02,X,Šakinis krautuvas – 2 medžiagos var.
S-203,X,"SEMI203,D1"
F-20A,X,"FIN20A,MTS-DDMRP,PD"
S-208,X,"SEMI208,MTS,PD,tarpinis komplekt. blokas"
S-210,X,"SEMI210,MTS,PD,tarpinis komplekt. blokas"
S-310,X,"SEM310,MTS,PD, tarpinis komplekt. blokas"
S-315,X,"SEM315,MTS,PD, tarpinis komplekt. blokas"
FGIPD001,X,Vieta
SWNIPD001,X,1 ARM programinė įranga
SG26,X,"SEMI26,PD,subranga"
SGPI001-V00,X,1 IŠVESTIS
SG-CFP,X,Išcentrinis siurblys
SG-CFP-ADAPTER,X,Adapteris
SG-CFP-B-BRNG,X,Rutulinis guolis
SG-CFP-BRNG-BRKT,X,Guolio atrama
SG-CFP-CON,X,Jungtis
SG-CFP-CON_BK,X,Jungties galinė pusė
SG-CFP-CON_BX_CVR,X,Jungties dėžės dangtis
SG-CFP-COUPLER,X,Sujungimo įtaisas
SG-CFP-F-SENSOR,X,Srauto jutiklis
SG-CFP-HARNESS,X,Diržai
SG-CFP-HOUSING,X,Siurblio korpusas
SG-CFP-IMPELLER,X,Sparnuotė
SG-CFP-INBRD_CVR,X,Borto dangtis
SG-CFP-SEAL,X,Sandariklis
SG-CFP-SHAFT,X,Velenas
SG-CFP-V-SENSOR,X,Vibracijos jutiklis
SWN-CFG-SW-S1,X,Programinė įranga S1
FG1_CP,X,"CP-FG1, velenas su riedėjimo guoliais"
SG1_CP,X,"CP-SG1, velenas"
SDBOMERLAHD,X,PD KS antraštė ERLA
SDBOMERLAIT01,X,PD KS antraštė Pozicija01
SDBOMERLAIT02,X,PD KS antraštė Pozicija02
SDBOMLUMFHD,X,PD KS antraštė LUMF
SDBOMLUMFIT01,X,PD KS LUMF Antraštė01
SDBOMLUMFIT02,X,PD KS LUMF Antraštė02
RMME08,X,"RAW08, MTS, ME integracija, A"
SGME01,X,"SEMI01, MTS, ME integracija, A"
SGME02,X,"SEMI02, MTS, ME integracija, A"
RMME10,X,"RAW10, MTS, ME integracija, B"
RMME11,X,"RAW11, MTS, ME integracija, B"
RMME12,X,"RAW12, MTS, ME integracija, B"
RMME13,X,"RAW13, MTS, ME integracija, B"
RMME14,X,"RAW14, MTS, ME integracija, B"
RMME15,X,"RAW15, MTS, ME integracija, B"
RMME16,X,"RAW16, MTS, ME integracija, B"
SGME03,X,"SEMI03, MTS, ME integracija, B"
SGME04,X,"SEMI04, MTS, ME integracija, B"
FG126_V1,X,"FIN126,MTS-DI,PD,ser.Nr."
SG234,X,"SEMI233,PD,KANBAN, MTS"
FG2_CP,X,"CP-FG2, rašalo buteliukas ,15 ml"
SG2_CP,X,"CP-SG2, rašalo buteliukas"
SG-WPM-ELEC-PLUG,X,Elektros kištukas
SG-WPM-GEAR-HSNG,X,Pavarų dėžės korpusas
SG-WPM-MOTOR-HSG,X,Variklio korpusas
SG-WPM-RING-GEAR,X,Žiedinis krumpliaratis
SG-WPR-MOTOR,X,Stiklo valytuvo variklis
FG111,X,"FIN111, MTS-DI, PD"
FG111_A,X,"FIN111_A,MTS-DI,PD"
FG111_B,X,"FIN111_B, MTS-DI, PD"
FG111_C,X,"FIN111_C, MTS-DI, PD"
SG2200,X,"SEMI2200,MTS-PI,PD,su įm. & pgl.produktą"
SG7100,X,"SEMI7100, PD, pagal produktą"
SG9100,X,"SEMI9100, PD, papild. produktas"
SG1010,X,"SEMI1010, PD, „Silo“ medž. su partija"
FG29-1,X,"FIN29-1,MTS-PI, su „Silo“ medžiaga"
FG6200,X,"FIN6200, MTO-PI, PD, partija"
SG6100,X,"SEMI6100, PI, PD, partija"
FG6500,X,"FIN6500, PI, PD, cisternos priek. medž."
ZCART01,X,"Prek.gam. 11,PD,reg.prekyba"
ZTRAY01,X,"Prek.gam. 11,PD,reg.prekyba"
ZPRINTER01,X,"Prek.gam. 11,PD,reg.prekyba"
SGJIT01,X,"SEMI01,JIT,RepetitiveManuf."
SGJIT02,X,"SEMI02,JIT,RepetitiveManuf."
SG8100,X,"SEMI8100, PD, papild. prod., FIX kaina"
AVC_RBT_APPL_UNIT,X,Taikomosios programos vienetas
AVC_RBT_BASE_FRAME,X,Bazinis rėmelis
AVC_RBT_BUNDLE,X,Roboto paketas
AVC_RBT_CNTRL_BRD,X,Valdiklis (programinis)
AVC_RBT_CNTRL_CAB,X,Valdymo patalpa
AVC_RBT_CNTRL_UNIT,X,Valdymo vienetas
AVC_RBT_ROBOT,X,Roboto bazinis vienetas
AVC_RBT_SEALING,X,Sandarinimo blokas
FG227,X,"FIN228,MTO,PD,Batch-Fifo"
FG3_CP,X,"CP-FG1, velenas su riedėjimo guoliais"
SG3_CP,X,"CP-SG1, velenas"
FG129,X,"FIN129,MTS-DI,PD,KV"
SG29,X,"SEM29,PD,KV"
AVC_RBT_BRD_PAINT,X,Valdymo skydas (dažymas)
AVC_RBT_BRD_SEAL,X,Valdymo skydas (sandarinimas)
AVC_RBT_CONTROL,X,Valdymo blokas (konfigūruojamas)
AVC_RBT_LINK_ARM,X,Jungties ranka (konfigūruojama)
AVC_RBT_ROBOT2,X,Kelių lygių robotas
RMPC07,X,Neapdorotas PMA 07
RMPC08,X,Neapdorotas PMA 08
SGPCSVT01,X,Pusės dalies SVT 01
FG126_B,X,"FIN126,MTS-DI,PD,ser.Nr."
FG126_V9,X,"FIN126,MTS-DI,PD,ser.Nr."
AVC_RBT_L_ARM_45,X,Vair. rnk. Ilgis 45
AVC_RBT_D_ARM_50,X,Vair. rnk. Ilgis 50
FG130,X,"FIN130,MTS-DI,PD,PP"
SG30,X,"SEM30,PD,PP"
SGJIT02-SERIALIZED,X,"MEDŽIAGA SU NURODYTU SERIJOS NR., TL"
FG202,X,Galutinės prekės FG202
CSSRV_01,9,Teenus
TG11,9,"Kaub. toode 11, PD, tav. kauplemine"
S-201,9,"SEMI201,MTS,D1,Subassembly"
S-202,9,"SEMI202,MTS,D1"
S-301,9,"SEMI301,MTS,PD,Subassembly"
R-302,9,"RAW302,PD"
R-401,9,"RAW401,D1"
RM09,9,"RAW09, PD, partii - FIFO"
RM12,9,"RAW12, PD, seeriatootmine"
RM13,9,"RAW13, PD, allhange"
RM14,9,"RAW14, PD, allhange"
RM15,9,"RAW15, PD"
RM16,9,"RAW16, PD"
RM17,9,"RAW17, PD"
RM18,9,"RAW18, PD"
RM19,9,"RAW19, PD, partii - FIFO, säästlik QM"
RM120,9,"RAW120, PD, kvaliteedijuhtimine"
RM122,9,"RAW122, PD, partii - FIFO, hanke import"
RM124,9,"RAW124, VB, kasutus, püsilaoaadress"
RM128,9,"RAW128, PD, konsignatsioon"
RM20,9,"RAW20, PD"
RM27,9,"RAW27, PD, pakkekast"
RM30,9,"RAW30, VB, partii - FIFO"
SG124,9,"SEMI124, PD, alamkoostekomplekt"
SG21,9,"SEMI21, PD, seeriatootmine"
SG224,9,"SEMI224, ETT, PD, alamkoostekomplekt"
SG22,9,"SEMI22, PD, fiktiivne"
SG23,9,"SEMI23, PD, allhange"
SG24,9,"SEMI24, PD, partii - FIFO"
SG25,9,"SEMI25, PD, väline hange"
FG126,9,"FIN126, MTS-DI, PD, seerianr"
FG226,9,"FIN226, MTO, PD, partii - FIFO"
FG29,9,"FIN29, MTS-PI, PD, partii - aegumiskp"
RM129,9,"RAW129,PD"
SP001,9,Laager
RMPI001,9,Sisend 1 (VESI)
RMPI002,9,Sisend 2 (TOIMEAINE 2).
RMPI003,9,Sisend 3 (TOIMEAINE 3)
RMPI004,9,Sisend 4 (toimeaine 4)
RMPI005,9,Sisend 5 (sinine värv)
SGPI001,9,VÄLJUND 1
CM-FL-V01,9,Kahveltõstuk
SF-FL-COMB,9,Kahveltõstuki sisepõl-mootor. baasmudel
SF-FL-ELECTRIC,9,Kahveltõstuki elektriline baasmudel
SF-FL-CWEIGHT,9,Kahveltõstuk - vastukaaluplaat
SF-FL-TIRE-CUSH,9,Kahveltõstuk - täiskummrehv
SF-FL-TIRE-PNEU,9,Kahveltõstuk - õhkrehv
CM-FL-V00,9,Kahveltõstuk
FG-FL-MV-V00,9,Kahveltõstuk - materjalivariant
SP002,9,Haakeseade
SP003,9,Võll
SP004,9,"Tihendid, 1 mm"
SP005,9,Mehaaniline tihend
SP006,9,Silinderhammasratas IS651
RM233-1,9,"RAW233-1, PD, KANBAN-i var. ümberpaigut."
RM233-2,9,"RAW233-2,ND,KANBAN,tarnelepingud"
RM233-4,9,"RAW233-4,ND,KANBAN,tarnelepingud"
RM234,9,"RAW234,VB,seeriatootmine"
SG233,9,"SEMI233,PD,KANBAN, REM"
FG233,9,"FERT 233, PD, seeriatootmine"
SG29,9,"SEM29,PD,QM"
FG129,9,"FIN129,MTS-DI,PD,QM"
EWMS4-50,9,"FIN50, kiirelt liikuv"
EWMS4-502,9,"RAW502, kiirelt liikuv"
EWMS4-503,9,"RAW503, kiirelt liikuv"
EWMS4-601,9,"RAW601, kiirelt liikuv"
F-10A,9,"FIN10A,MTS-DDMRP,PD"
F-10B,9,"FIN10B,MTS-DDMRP,PD"
FG228,9,"FIN228,MTO,PD,partii-FIFO"
RM33,9,"RAW33,PD,allhange"
RM34,9,"RAW34,PD,allhange"
SG27,9,"SEMI27,PD,allhange"
FG326,9,"FIN326,PLM,MTS-DI,PD,pakett-Fifo"
FG326,A,FIN326،PLM،MTS-DI،PD،دُفعة-واردأ.يصرف أ.
CM-MLFL-KM-VXX,9,Mitmetasemeline kahveltõstuk
SF-FL-FORKSEAT-VXX,9,Kahveltõstuki istme tüüp (HALB)
FG-FL-MV-V01,9,Kahveltõstuk - materjalivariant 1
FG-FL-MV-V02,9,Kahveltõstuk - materjalivariant 2
S-203,9,"SEMI203,D1"
F-20A,9,"FIN20A,MTS-DDMRP,PD"
R-311,9,"RAW311,PD"
R-410,9,"RAW410,PD"
R-411,9,"RAW411,PD"
R-412,9,"RAW412,PD"
S-208,9,"SEMI208,MTS,PD,alamkoostekomplekt"
S-210,9,"SEMI210,MTS,PD,alamkoostekomplekt"
S-310,9,"SEM310,MTS,PD,alamkoostekomplekt"
S-315,9,"SEM315,MTS,PD,alamkoostekomplekt"
FGIPD001,9,Koht
RMIPD001,9,ARM-i riistvara 1
RMIPD002,9,ARM-i riistvara 2
SWNIPD001,9,ARM-i tarkvara 1
SG26,9,"SEMI26,PD,allhange"
SGPI001-V00,9,VÄLJUND 1
SG-CFP,9,Tsentrifugaalpump
SG-CFP-ADAPTER,9,Adapter
SG-CFP-B-BRNG,9,Kuullaager
SG-CFP-BRNG-BRKT,9,Laagrisild
SG-CFP-CON,9,Konnektor
SG-CFP-CON_BK,9,"Konnektor, tagumine"
SG-CFP-CON_BX_CVR,9,Klemmikarbikate
SG-CFP-COUPLER,9,Ühendusmuhv
SG-CFP-F-SENSOR,9,Vooluandur
SG-CFP-HARNESS,9,Kaablikimp
SG-CFP-HOUSING,9,Pumbakere
SG-CFP-IMPELLER,9,Tiivik
SG-CFP-INBRD_CVR,9,Sisekate
SG-CFP-SEAL,9,Tihend
SG-CFP-SHAFT,9,Võll
SG-CFP-V-SENSOR,9,Vibratsiooniandur
SWN-CFG-SW-S1,9,Tarkvara S1
FG1_CP,9,"CP-FG1, valtslaagritega võll"
RM1_CP,9,"CP-RM1, teras"
RM2_CP,9,"CP-RM2, valtslaager"
RM3_CP,9,"CP-RM3, lukustusrõngas"
RM4_CP,9,"CP-RM4, pakkematerjal"
SG1_CP,9,"CP-SG1, võll"
SDBOMERLAHD,9,SD kooslusepäis - ERLA
SDBOMERLAIT01,9,SD kooslus - ERLA Item01
SDBOMERLAIT02,9,SD kooslus - ERLA Item02
SDBOMLUMFHD,9,SD kooslusepäis - LUMF
SDBOMLUMFIT01,9,SD kooslus - LUMF Item01
SDBOMLUMFIT02,9,SD kooslus - LUMF Item02
FGME01,9,"FIN01, MTS, ME integreerimine, A"
FGME02,9,"FIN02, MTS, ME integreerimine, A"
RMME01,9,"RAW01, MTS, ME integreerimine, A"
RMME02,9,"RAW02, MTS, ME integreerimine, A"
RMME03,9,"RAW03, MTS, ME integreerimine, A"
RMME04,9,"RAW04, MTS, ME integreerimine, A"
RMME05,9,"RAW05, MTS, ME integreerimine, A"
RMME06,9,"RAW06, MTS, ME integreerimine, A"
RMME07,9,"RAW07, MTS, ME integreerimine, A"
RMME08,9,"RAW08, MTS, ME integreerimine, A"
SGME01,9,"SEMI01, MTS, ME integreerimine, A"
SGME02,9,"SEMI02, MTS, ME integreerimine, A"
FGME03,9,"FIN03, MTS, ME integreerimine, B"
FGME04,9,"FIN04, MTS, ME integreerimine, B"
RMME10,9,"RAW10, MTS, ME integreerimine, B"
RMME11,9,"RAW11, MTS, ME integreerimine, B"
RMME12,9,"RAW12, MTS, ME integreerimine, B"
RMME13,9,"RAW13, MTS, ME integreerimine, B"
RMME14,9,"RAW14, MTS, ME integreerimine, B"
RMME15,9,"RAW15, MTS, ME integreerimine, B"
RMME16,9,"RAW16, MTS, ME integreerimine, B"
SGME03,9,"SEMI03, MTS, ME integreerimine, B"
SGME04,9,"SEMI04, MTS, ME integreerimine, B"
FG326_V1,9,"FIN326,PLM,MTS-DI,PD,pakett-Fifo"
FG326_V1,A,FIN326،PLM،MTS-DI،PD،دُفعة-واردأ.يصرف أ.
FG126_V1,9,"FIN126, MTS-DI, PD, seerianr"
RM235,9,"RAW235,VB"
QM006,9,QM-I TOOTMISPARTII
FG2_CP,9,"CP-FG2, pudelisse villitud tint,15 ml"
RM5_CP,9,"CP-RM5, lakk"
RM6_CP,9,"CP-RM6, pigment"
RM7_CP,9,"CP-RM7, etikett"
RM8_CP,9,"CP-RM8, pudel"
SG2_CP,9,"CP-SG2, pudelisse villitud tint"
SG-WPM-ELEC-PLUG,9,Elektrikontakt
SG-WPM-GEAR-HSNG,9,Hammasratta korpus
SG-WPM-MOTOR-HSG,9,Mootori korpus
SG-WPM-RING-GEAR,9,Hammasratas
SG-WPR-MOTOR,9,Klaasipuhasti mootor
FG111,9,"FIN111, MTS-DI, PD"
FG111_A,9,"FIN111_A,MTS-DI,PD"
FG111_B,9,"FIN111_B, MTS-DI, PD"
FG111_C,9,"FIN111_C, MTS-DI, PD"
RM27_1,9,"RAW27_1, PD, pakkimine"
RM1420,9,"RM1420, PD, lahusti"
RM1430,9,"RM1430, PD, katalüsaator"
SG2200,9,"SEMI2200,MTS-PI,PD,kaas- ja kõrvaltoode"
SG7100,9,"SEMI7100, PD, kõrvaltoode"
SG9100,9,"SEMI9100, PD, kaastoode"
SG1010,9,"SEMI1010, PD, silomaterjal partiiga"
FG29-1,9,"FIN29-1,MTS-PI, silomaterjaliga"
FG6200,9,"FIN6200, MTO-PI, PD, partii"
SG6100,9,"SEMI6100, PI, PD, partii"
