MATNR,VKORG,VTWEG,DWERK,KONDM,MVGR1
SG24,2910,10,2910,,
SG23,2910,10,2910,,
RM129,2910,10,2910,,
FG228,2910,10,2910,,
RM33,2910,10,2910,,
RM34,2910,10,2910,,
SG27,2910,10,2910,,
FG233,2910,10,2910,,
SGPI001-V00,2910,10,2910,,
RMPI001,2910,10,2910,,
RMPI002,2910,10,2910,,
RMPI003,2910,10,2910,,
RMPI004,2910,10,2910,,
RMPI005,2910,10,2910,,
QM006,2910,10,2910,,
SDBOMERLAHD,2910,10,2910,,
SDBOMERLAIT01,2910,10,2910,,
SDBOMERLAIT02,2910,10,2910,,
SDBOMLUMFHD,2910,10,2910,,
SDBOMLUMFIT01,2910,10,2910,,
SDBOMLUMFIT02,2910,10,2910,,
CM-FL-V01,2910,10,2910,,
SF-FL-COMB,2910,10,2910,,
SF-FL-CWEIGHT,2910,10,2910,,
SF-FL-ELECTRIC,2910,10,2910,,
SF-FL-TIRE-CUSH,2910,10,2910,,
SF-FL-TIRE-PNEU,2910,10,2910,,
CM-MLFL-KM-VXX,2910,10,2910,,
SF-FL-FORKSEAT-VXX,2910,10,2910,,
CM-FL-V00,2910,10,2910,,
FG-FL-MV-V00,2910,10,2910,,
FG-FL-MV-V01,2910,10,2910,,
FG-FL-MV-V02,2910,10,2910,,
EWMS4-50,2910,10,2910,,
EWMS4-502,2910,10,2910,,
EWMS4-503,2910,10,2910,,
EWMS4-601,2910,10,2910,,
F-10A,2910,10,2910,,
F-10B,2910,10,2910,,
R-302,2910,10,2910,,
R-401,2910,10,2910,,
S-201,2910,10,2910,,
S-202,2910,10,2910,,
S-301,2910,10,2910,,
S-203,2910,10,2910,,
F-20A,2910,10,2910,,
R-311,2910,10,2910,,
R-410,2910,10,2910,,
R-411,2910,10,2910,,
R-412,2910,10,2910,,
S-208,2910,10,2910,,
S-210,2910,10,2910,,
S-310,2910,10,2910,,
S-315,2910,10,2910,,
SG26,2910,10,2910,,
FG1_CP,2910,10,2910,,
RM1_CP,2910,10,2910,,
RM2_CP,2910,10,2910,,
SG1_CP,2910,10,2910,,
FG2_CP,2910,10,2910,,
RMJIT01,2910,10,2910,,
RMJIT02,2910,10,2910,,
SGJIT01,2910,10,2910,,
SGJIT02,2910,10,2910,,
FG111,2910,10,2910,,
FG111_A,2910,10,2910,,
FG111_B,2910,10,2910,,
FG111_C,2910,10,2910,,
RM27_1,2910,10,2910,,
FG29-1,2910,10,2910,,
FG6200,2910,10,2910,,
SG6100,2910,10,2910,,
FG6500,2910,10,2910,,
AVC_RBT_BASE_FRAME,2910,10,2910,,
AVC_RBT_CNTRL_CAB,2910,10,2910,,
AVC_RBT_D_ARM_50,2910,10,2910,,
AVC_RBT_L_ARM_45,2910,10,2910,,
AVC_RBT_SEALING,2910,10,2910,,
AVC_RBT_APPL_UNIT,2910,10,2910,,
AVC_RBT_BUNDLE,2910,10,2910,,
AVC_RBT_CNTRL_BRD,2910,10,2910,,
AVC_RBT_CNTRL_UNIT,2910,10,2910,,
AVC_RBT_ROBOT,2910,10,2910,,
TG11,1410,10,1410,,
FG126,1410,10,1410,,
RM12,1410,10,1410,,
RM120,1410,10,1410,,
RM122,1410,10,1410,,
RM124,1410,10,1410,,
RM128,1410,10,1410,,
RM13,1410,10,1410,,
RM14,1410,10,1410,,
RM16,1410,10,1410,,
RM20,1410,10,1410,,
RM27,1410,10,1410,,
SG124,1410,10,1410,,
SG21,1410,10,1410,,
SG22,1410,10,1410,,
SG224,1410,10,1410,,
SG25,1410,10,1410,,
FG29,1410,10,1410,,
SG24,1410,10,1410,,
SG23,1410,10,1410,,
RM129,1410,10,1410,,
FG228,1410,10,1410,,
FG233,1410,10,1410,,
SGPI001-V00,1410,10,1410,,
RMPI001,1410,10,1410,,
RMPI002,1410,10,1410,,
RMPI003,1410,10,1410,,
RMPI004,1410,10,1410,,
RMPI005,1410,10,1410,,
QM006,1410,10,1410,,
SDBOMERLAHD,1410,10,1410,,
SDBOMERLAIT01,1410,10,1410,,
SDBOMERLAIT02,1410,10,1410,,
SDBOMLUMFHD,1410,10,1410,,
SDBOMLUMFIT01,1410,10,1410,,
SDBOMLUMFIT02,1410,10,1410,,
CM-FL-V01,1410,10,1410,,
SF-FL-COMB,1410,10,1410,,
SF-FL-CWEIGHT,1410,10,1410,,
SF-FL-ELECTRIC,1410,10,1410,,
SF-FL-TIRE-CUSH,1410,10,1410,,
SF-FL-TIRE-PNEU,1410,10,1410,,
CM-MLFL-KM-VXX,1410,10,1410,,
SF-FL-FORKSEAT-VXX,1410,10,1410,,
CM-FL-V00,1410,10,1410,,
FG-FL-MV-V00,1410,10,1410,,
FG-FL-MV-V01,1410,10,1410,,
FG-FL-MV-V02,1410,10,1410,,
RM33,1410,10,1410,,
RM34,1410,10,1410,,
SG27,1410,10,1410,,
SG26,1410,10,1410,,
F-10A,1410,10,1410,,
F-10B,1410,10,1410,,
R-302,1410,10,1410,,
R-401,1410,10,1410,,
S-201,1410,10,1410,,
S-202,1410,10,1410,,
S-301,1410,10,1410,,
S-203,1410,10,1410,,
TG11,1010,10,1010,,
TG11,2510,10,2510,,
FG126,2510,10,2510,,
RM12,2510,10,2510,,
RM120,2510,10,2510,,
RM122,2510,10,2510,,
RM124,2510,10,2510,,
RM128,2510,10,2510,,
RM13,2510,10,2510,,
RM14,2510,10,2510,,
RM16,2510,10,2510,,
RM20,2510,10,2510,,
RM27,2510,10,2510,,
SG124,2510,10,2510,,
SG21,2510,10,2510,,
SG22,2510,10,2510,,
SG224,2510,10,2510,,
SG25,2510,10,2510,,
FG29,2510,10,2510,,
SG24,2510,10,2510,,
SG23,2510,10,2510,,
RM129,2510,10,2510,,
FG228,2510,10,2510,,
RM33,2510,10,2510,,
RM34,2510,10,2510,,
SG27,2510,10,2510,,
FG233,2510,10,2510,,
SGPI001-V00,2510,10,2510,,
RMPI001,2510,10,2510,,
RMPI002,2510,10,2510,,
RMPI003,2510,10,2510,,
RMPI004,2510,10,2510,,
RMPI005,2510,10,2510,,
QM006,2510,10,2510,,
SDBOMERLAHD,2510,10,2510,,
SDBOMERLAIT01,2510,10,2510,,
SDBOMERLAIT02,2510,10,2510,,
SDBOMLUMFHD,2510,10,2510,,
SDBOMLUMFIT01,2510,10,2510,,
SDBOMLUMFIT02,2510,10,2510,,
CM-FL-V01,2510,10,2510,,
SF-FL-COMB,2510,10,2510,,
SF-FL-CWEIGHT,2510,10,2510,,
SF-FL-ELECTRIC,2510,10,2510,,
SF-FL-TIRE-CUSH,2510,10,2510,,
SF-FL-TIRE-PNEU,2510,10,2510,,
CM-MLFL-KM-VXX,2510,10,2510,,
SF-FL-FORKSEAT-VXX,2510,10,2510,,
CM-FL-V00,2510,10,2510,,
FG-FL-MV-V00,2510,10,2510,,
FG-FL-MV-V01,2510,10,2510,,
FG-FL-MV-V02,2510,10,2510,,
EWMS4-50,2510,10,2510,,
EWMS4-502,2510,10,2510,,
EWMS4-503,2510,10,2510,,
EWMS4-601,2510,10,2510,,
F-10A,2510,10,2510,,
F-10B,2510,10,2510,,
R-302,2510,10,2510,,
R-401,2510,10,2510,,
S-201,2510,10,2510,,
S-202,2510,10,2510,,
S-301,2510,10,2510,,
S-203,2510,10,2510,,
F-20A,2510,10,2510,,
R-311,2510,10,2510,,
R-410,2510,10,2510,,
R-411,2510,10,2510,,
R-412,2510,10,2510,,
S-208,2510,10,2510,,
S-210,2510,10,2510,,
S-310,2510,10,2510,,
S-315,2510,10,2510,,
SG26,2510,10,2510,,
FG1_CP,2510,10,2510,,
RM1_CP,2510,10,2510,,
RM2_CP,2510,10,2510,,
SG1_CP,2510,10,2510,,
FG2_CP,2510,10,2510,,
RMJIT01,2510,10,2510,,
RMJIT02,2510,10,2510,,
SGJIT01,2510,10,2510,,
SGJIT02,2510,10,2510,,
FG111,2510,10,2510,,
FG111_A,2510,10,2510,,
FG111_B,2510,10,2510,,
FG111_C,2510,10,2510,,
RM27_1,2510,10,2510,,
FG29-1,2510,10,2510,,
FG6200,2510,10,2510,,
SG6100,2510,10,2510,,
FG6500,2510,10,2510,,
AVC_RBT_BASE_FRAME,2510,10,2510,,
AVC_RBT_CNTRL_CAB,2510,10,2510,,
AVC_RBT_D_ARM_50,2510,10,2510,,
AVC_RBT_L_ARM_45,2510,10,2510,,
AVC_RBT_SEALING,2510,10,2510,,
AVC_RBT_APPL_UNIT,2510,10,2510,,
AVC_RBT_BUNDLE,2510,10,2510,,
AVC_RBT_CNTRL_BRD,2510,10,2510,,
AVC_RBT_CNTRL_UNIT,2510,10,2510,,
AVC_RBT_ROBOT,2510,10,2510,,
TG11,3010,10,3010,,
FG126,3010,10,3010,,
RM12,3010,10,3010,,
RM120,3010,10,3010,,
RM122,3010,10,3010,,
RM124,3010,10,3010,,
RM128,3010,10,3010,,
RM13,3010,10,3010,,
RM14,3010,10,3010,,
RM16,3010,10,3010,,
RM20,3010,10,3010,,
RM27,3010,10,3010,,
SG124,3010,10,3010,,
SG21,3010,10,3010,,
SG22,3010,10,3010,,
SG224,3010,10,3010,,
SG25,3010,10,3010,,
FG29,3010,10,3010,,
SG24,3010,10,3010,,
SG23,3010,10,3010,,
RM129,3010,10,3010,,
FG228,3010,10,3010,,
RM33,3010,10,3010,,
RM34,3010,10,3010,,
SG27,3010,10,3010,,
FG233,3010,10,3010,,
SGPI001-V00,3010,10,3010,,
RMPI001,3010,10,3010,,
RMPI002,3010,10,3010,,
RMPI003,3010,10,3010,,
RMPI004,3010,10,3010,,
RMPI005,3010,10,3010,,
QM006,3010,10,3010,,
SDBOMERLAHD,3010,10,3010,,
SDBOMERLAIT01,3010,10,3010,,
SDBOMERLAIT02,3010,10,3010,,
SDBOMLUMFHD,3010,10,3010,,
SDBOMLUMFIT01,3010,10,3010,,
SDBOMLUMFIT02,3010,10,3010,,
CM-FL-V01,3010,10,3010,,
SF-FL-COMB,3010,10,3010,,
SF-FL-CWEIGHT,3010,10,3010,,
SF-FL-ELECTRIC,3010,10,3010,,
SF-FL-TIRE-CUSH,3010,10,3010,,
SF-FL-TIRE-PNEU,3010,10,3010,,
CM-MLFL-KM-VXX,3010,10,3010,,
SF-FL-FORKSEAT-VXX,3010,10,3010,,
CM-FL-V00,3010,10,3010,,
FG-FL-MV-V00,3010,10,3010,,
FG-FL-MV-V01,3010,10,3010,,
FG-FL-MV-V02,3010,10,3010,,
EWMS4-50,3010,10,3010,,
EWMS4-502,3010,10,3010,,
EWMS4-503,3010,10,3010,,
EWMS4-601,3010,10,3010,,
F-10A,3010,10,3010,,
F-10B,3010,10,3010,,
R-302,3010,10,3010,,
R-401,3010,10,3010,,
S-201,3010,10,3010,,
S-202,3010,10,3010,,
S-301,3010,10,3010,,
S-203,3010,10,3010,,
F-20A,3010,10,3010,,
R-311,3010,10,3010,,
R-410,3010,10,3010,,
R-411,3010,10,3010,,
R-412,3010,10,3010,,
S-208,3010,10,3010,,
S-210,3010,10,3010,,
S-310,3010,10,3010,,
S-315,3010,10,3010,,
SG26,3010,10,3010,,
FG1_CP,3010,10,3010,,
RM1_CP,3010,10,3010,,
RM2_CP,3010,10,3010,,
SG1_CP,3010,10,3010,,
FG2_CP,3010,10,3010,,
RMJIT01,3010,10,3010,,
RMJIT02,3010,10,3010,,
SGJIT01,3010,10,3010,,
SGJIT02,3010,10,3010,,
FG111,3010,10,3010,,
FG111_A,3010,10,3010,,
FG111_B,3010,10,3010,,
FG111_C,3010,10,3010,,
RM27_1,3010,10,3010,,
FG29-1,3010,10,3010,,
FG6200,3010,10,3010,,
SG6100,3010,10,3010,,
FG6500,3010,10,3010,,
AVC_RBT_BASE_FRAME,3010,10,3010,,
AVC_RBT_CNTRL_CAB,3010,10,3010,,
AVC_RBT_D_ARM_50,3010,10,3010,,
AVC_RBT_L_ARM_45,3010,10,3010,,
AVC_RBT_SEALING,3010,10,3010,,
AVC_RBT_APPL_UNIT,3010,10,3010,,
AVC_RBT_BUNDLE,3010,10,3010,,
AVC_RBT_CNTRL_BRD,3010,10,3010,,
AVC_RBT_CNTRL_UNIT,3010,10,3010,,
AVC_RBT_ROBOT,3010,10,3010,,
TG11,3910,10,3910,,
FG126,3910,10,3910,,
RM12,3910,10,3910,,
RM120,3910,10,3910,,
RM122,3910,10,3910,,
RM124,3910,10,3910,,
RM128,3910,10,3910,,
RM13,3910,10,3910,,
RM14,3910,10,3910,,
RM16,3910,10,3910,,
RM20,3910,10,3910,,
RM27,3910,10,3910,,
SG124,3910,10,3910,,
SG21,3910,10,3910,,
SG22,3910,10,3910,,
SG224,3910,10,3910,,
SG25,3910,10,3910,,
FG29,3910,10,3910,,
SG24,3910,10,3910,,
SG23,3910,10,3910,,
RM129,3910,10,3910,,
FG228,3910,10,3910,,
RM33,3910,10,3910,,
RM34,3910,10,3910,,
SG27,3910,10,3910,,
FG233,3910,10,3910,,
SGPI001-V00,3910,10,3910,,
RMPI001,3910,10,3910,,
RMPI002,3910,10,3910,,
RMPI003,3910,10,3910,,
RMPI004,3910,10,3910,,
RMPI005,3910,10,3910,,
QM006,3910,10,3910,,
SDBOMERLAHD,3910,10,3910,,
SDBOMERLAIT01,3910,10,3910,,
SDBOMERLAIT02,3910,10,3910,,
SDBOMLUMFHD,3910,10,3910,,
SDBOMLUMFIT01,3910,10,3910,,
SDBOMLUMFIT02,3910,10,3910,,
CM-FL-V01,3910,10,3910,,
SF-FL-COMB,3910,10,3910,,
SF-FL-CWEIGHT,3910,10,3910,,
SF-FL-ELECTRIC,3910,10,3910,,
SF-FL-TIRE-CUSH,3910,10,3910,,
SF-FL-TIRE-PNEU,3910,10,3910,,
CM-MLFL-KM-VXX,3910,10,3910,,
SF-FL-FORKSEAT-VXX,3910,10,3910,,
CM-FL-V00,3910,10,3910,,
FG-FL-MV-V00,3910,10,3910,,
FG-FL-MV-V01,3910,10,3910,,
FG-FL-MV-V02,3910,10,3910,,
F-10A,3910,10,3910,,
F-10B,3910,10,3910,,
R-302,3910,10,3910,,
R-401,3910,10,3910,,
S-201,3910,10,3910,,
S-202,3910,10,3910,,
S-301,3910,10,3910,,
S-203,3910,10,3910,,
F-20A,3910,10,3910,,
R-311,3910,10,3910,,
R-410,3910,10,3910,,
R-411,3910,10,3910,,
R-412,3910,10,3910,,
S-208,3910,10,3910,,
S-210,3910,10,3910,,
S-310,3910,10,3910,,
S-315,3910,10,3910,,
SG26,3910,10,3910,,
FG1_CP,3910,10,3910,,
RM1_CP,3910,10,3910,,
RM2_CP,3910,10,3910,,
SG1_CP,3910,10,3910,,
FG2_CP,3910,10,3910,,
RMJIT01,3910,10,3910,,
RMJIT02,3910,10,3910,,
SGJIT01,3910,10,3910,,
SGJIT02,3910,10,3910,,
FG111,3910,10,3910,,
FG111_A,3910,10,3910,,
FG111_B,3910,10,3910,,
FG111_C,3910,10,3910,,
RM27_1,3910,10,3910,,
FG29-1,3910,10,3910,,
FG6200,3910,10,3910,,
SG6100,3910,10,3910,,
FG6500,3910,10,3910,,
AVC_RBT_BASE_FRAME,3910,10,3910,,
AVC_RBT_CNTRL_CAB,3910,10,3910,,
AVC_RBT_D_ARM_50,3910,10,3910,,
AVC_RBT_L_ARM_45,3910,10,3910,,
AVC_RBT_SEALING,3910,10,3910,,
AVC_RBT_APPL_UNIT,3910,10,3910,,
AVC_RBT_BUNDLE,3910,10,3910,,
AVC_RBT_CNTRL_BRD,3910,10,3910,,
AVC_RBT_CNTRL_UNIT,3910,10,3910,,
AVC_RBT_ROBOT,3910,10,3910,,
TG11,3310,10,3310,,
FG126,3310,10,3310,,
RM12,3310,10,3310,,
RM120,3310,10,3310,,
RM122,3310,10,3310,,
RM124,3310,10,3310,,
RM128,3310,10,3310,,
RM13,3310,10,3310,,
RM14,3310,10,3310,,
RM16,3310,10,3310,,
RM20,3310,10,3310,,
RM27,3310,10,3310,,
SG124,3310,10,3310,,
SG21,3310,10,3310,,
SG22,3310,10,3310,,
SG224,3310,10,3310,,
SG25,3310,10,3310,,
FG29,3310,10,3310,,
SG24,3310,10,3310,,
SG23,3310,10,3310,,
RM129,3310,10,3310,,
FG228,3310,10,3310,,
RM33,3310,10,3310,,
RM34,3310,10,3310,,
SG27,3310,10,3310,,
FG233,3310,10,3310,,
SGPI001-V00,3310,10,3310,,
RMPI001,3310,10,3310,,
RMPI002,3310,10,3310,,
RMPI003,3310,10,3310,,
RMPI004,3310,10,3310,,
RMPI005,3310,10,3310,,
QM006,3310,10,3310,,
SDBOMERLAHD,3310,10,3310,,
SDBOMERLAIT01,3310,10,3310,,
SDBOMERLAIT02,3310,10,3310,,
SDBOMLUMFHD,3310,10,3310,,
SDBOMLUMFIT01,3310,10,3310,,
SDBOMLUMFIT02,3310,10,3310,,
CM-FL-V01,3310,10,3310,,
SF-FL-COMB,3310,10,3310,,
SF-FL-CWEIGHT,3310,10,3310,,
SF-FL-ELECTRIC,3310,10,3310,,
SF-FL-TIRE-CUSH,3310,10,3310,,
SF-FL-TIRE-PNEU,3310,10,3310,,
CM-MLFL-KM-VXX,3310,10,3310,,
SF-FL-FORKSEAT-VXX,3310,10,3310,,
CM-FL-V00,3310,10,3310,,
FG-FL-MV-V00,3310,10,3310,,
FG-FL-MV-V01,3310,10,3310,,
FG-FL-MV-V02,3310,10,3310,,
EWMS4-50,3310,10,3310,,
EWMS4-502,3310,10,3310,,
EWMS4-503,3310,10,3310,,
EWMS4-601,3310,10,3310,,
F-10A,3310,10,3310,,
F-10B,3310,10,3310,,
R-302,3310,10,3310,,
R-401,3310,10,3310,,
S-201,3310,10,3310,,
S-202,3310,10,3310,,
S-301,3310,10,3310,,
S-203,3310,10,3310,,
F-20A,3310,10,3310,,
R-311,3310,10,3310,,
R-410,3310,10,3310,,
R-411,3310,10,3310,,
R-412,3310,10,3310,,
S-208,3310,10,3310,,
S-210,3310,10,3310,,
S-310,3310,10,3310,,
S-315,3310,10,3310,,
SG26,3310,10,3310,,
FG1_CP,3310,10,3310,,
RM1_CP,3310,10,3310,,
RM2_CP,3310,10,3310,,
SG1_CP,3310,10,3310,,
FG2_CP,3310,10,3310,,
RMJIT01,3310,10,3310,,
RMJIT02,3310,10,3310,,
SGJIT01,3310,10,3310,,
SGJIT02,3310,10,3310,,
FG111,3310,10,3310,,
FG111_A,3310,10,3310,,
FG111_B,3310,10,3310,,
FG111_C,3310,10,3310,,
RM27_1,3310,10,3310,,
FG29-1,3310,10,3310,,
FG6200,3310,10,3310,,
SG6100,3310,10,3310,,
FG6500,3310,10,3310,,
AVC_RBT_BASE_FRAME,3310,10,3310,,
AVC_RBT_CNTRL_CAB,3310,10,3310,,
AVC_RBT_D_ARM_50,3310,10,3310,,
AVC_RBT_L_ARM_45,3310,10,3310,,
AVC_RBT_SEALING,3310,10,3310,,
AVC_RBT_APPL_UNIT,3310,10,3310,,
AVC_RBT_BUNDLE,3310,10,3310,,
AVC_RBT_CNTRL_BRD,3310,10,3310,,
AVC_RBT_CNTRL_UNIT,3310,10,3310,,
AVC_RBT_ROBOT,3310,10,3310,,
SOM_MSU_CLD_INFRA,1710,10,,,
SOM_SCR_WL_BR_MTL,1710,10,,,
SOM_MSU_WL_VM,1710,10,,,
SOM_SCR_VM_INST_GP,1710,10,,,
SOM_SCR_VM_INST_SO,1710,10,,,
SOM_SCR_CLD_STR,1710,10,,,
RMJIT01,5910,10,5910,,
RMJIT02,5910,10,5910,,
SGJIT01,5910,10,5910,,
SGJIT02,5910,10,5910,,
FG111,5910,10,5910,,
FG111_A,5910,10,5910,,
FG111_B,5910,10,5910,,
FG111_C,5910,10,5910,,
RM27_1,5910,10,5910,,
FG29-1,5910,10,5910,,
FG6200,5910,10,5910,,
SG6100,5910,10,5910,,
FG6500,5910,10,5910,,
AVC_RBT_BASE_FRAME,5910,10,5910,,
AVC_RBT_CNTRL_CAB,5910,10,5910,,
AVC_RBT_D_ARM_50,5910,10,5910,,
AVC_RBT_L_ARM_45,5910,10,5910,,
AVC_RBT_SEALING,5910,10,5910,,
AVC_RBT_APPL_UNIT,5910,10,5910,,
AVC_RBT_BUNDLE,5910,10,5910,,
AVC_RBT_CNTRL_BRD,5910,10,5910,,
AVC_RBT_CNTRL_UNIT,5910,10,5910,,
AVC_RBT_ROBOT,5910,10,5910,,
RM33,3510,10,3510,,
RM34,3510,10,3510,,
SG27,3510,10,3510,,
SDBOMERLAHD,3510,10,3510,,
SDBOMERLAIT01,3510,10,3510,,
SDBOMERLAIT02,3510,10,3510,,
SDBOMLUMFHD,3510,10,3510,,
SDBOMLUMFIT01,3510,10,3510,,
SDBOMLUMFIT02,3510,10,3510,,
CM-FL-V01,3510,10,3510,,
SF-FL-COMB,3510,10,3510,,
SF-FL-CWEIGHT,3510,10,3510,,
SF-FL-ELECTRIC,3510,10,3510,,
SF-FL-TIRE-CUSH,3510,10,3510,,
SF-FL-TIRE-PNEU,3510,10,3510,,
CM-MLFL-KM-VXX,3510,10,3510,,
SF-FL-FORKSEAT-VXX,3510,10,3510,,
CM-FL-V00,3510,10,3510,,
FG-FL-MV-V00,3510,10,3510,,
FG-FL-MV-V01,3510,10,3510,,
FG-FL-MV-V02,3510,10,3510,,
RM129,3510,10,3510,,
F-10A,3510,10,3510,,
F-10B,3510,10,3510,,
R-302,3510,10,3510,,
R-401,3510,10,3510,,
S-201,3510,10,3510,,
S-202,3510,10,3510,,
S-301,3510,10,3510,,
S-203,3510,10,3510,,
F-20A,3510,10,3510,,
R-311,3510,10,3510,,
R-410,3510,10,3510,,
R-411,3510,10,3510,,
R-412,3510,10,3510,,
S-208,3510,10,3510,,
S-210,3510,10,3510,,
S-310,3510,10,3510,,
S-315,3510,10,3510,,
SG26,3510,10,3510,,
FG111,3510,10,3510,,
FG111_A,3510,10,3510,,
FG111_B,3510,10,3510,,
FG111_C,3510,10,3510,,
RM27_1,3510,10,3510,,
FG1_CP,3510,10,3510,,
RM1_CP,3510,10,3510,,
RM2_CP,3510,10,3510,,
SG1_CP,3510,10,3510,,
FG2_CP,3510,10,3510,,
FG29-1,3510,10,3510,,
FG6200,3510,10,3510,,
SG6100,3510,10,3510,,
FG6500,3510,10,3510,,
FG233,3510,10,3510,,
AVC_RBT_BASE_FRAME,3510,10,3510,,
AVC_RBT_CNTRL_CAB,3510,10,3510,,
AVC_RBT_D_ARM_50,3510,10,3510,,
AVC_RBT_L_ARM_45,3510,10,3510,,
AVC_RBT_SEALING,3510,10,3510,,
AVC_RBT_APPL_UNIT,3510,10,3510,,
AVC_RBT_BUNDLE,3510,10,3510,,
AVC_RBT_CNTRL_BRD,3510,10,3510,,
AVC_RBT_CNTRL_UNIT,3510,10,3510,,
AVC_RBT_ROBOT,3510,10,3510,,
TG11,2110,10,2110,,
FG126,2110,10,2110,,
RM12,2110,10,2110,,
RM120,2110,10,2110,,
RM122,2110,10,2110,,
RM124,2110,10,2110,,
RM128,2110,10,2110,,
RM13,2110,10,2110,,
RM14,2110,10,2110,,
RM16,2110,10,2110,,
RM20,2110,10,2110,,
RM27,2110,10,2110,,
SG124,2110,10,2110,,
SG21,2110,10,2110,,
SG22,2110,10,2110,,
SG224,2110,10,2110,,
SG25,2110,10,2110,,
FG29,2110,10,2110,,
SG24,2110,10,2110,,
SG23,2110,10,2110,,
RM129,2110,10,2110,,
FG228,2110,10,2110,,
RM33,2110,10,2110,,
RM34,2110,10,2110,,
SG27,2110,10,2110,,
FG233,2110,10,2110,,
SGPI001-V00,2110,10,2110,,
RMPI001,2110,10,2110,,
RMPI002,2110,10,2110,,
RMPI003,2110,10,2110,,
RMPI004,2110,10,2110,,
RMPI005,2110,10,2110,,
QM006,2110,10,2110,,
SDBOMERLAHD,2110,10,2110,,
SDBOMERLAIT01,2110,10,2110,,
SDBOMERLAIT02,2110,10,2110,,
SDBOMLUMFHD,2110,10,2110,,
SDBOMLUMFIT01,2110,10,2110,,
SDBOMLUMFIT02,2110,10,2110,,
CM-FL-V01,2110,10,2110,,
SF-FL-COMB,2110,10,2110,,
SF-FL-CWEIGHT,2110,10,2110,,
SF-FL-ELECTRIC,2110,10,2110,,
SF-FL-TIRE-CUSH,2110,10,2110,,
SF-FL-TIRE-PNEU,2110,10,2110,,
CM-MLFL-KM-VXX,2110,10,2110,,
SF-FL-FORKSEAT-VXX,2110,10,2110,,
CM-FL-V00,2110,10,2110,,
FG-FL-MV-V00,2110,10,2110,,
FG-FL-MV-V01,2110,10,2110,,
FG-FL-MV-V02,2110,10,2110,,
EWMS4-50,2110,10,2110,,
EWMS4-502,2110,10,2110,,
EWMS4-503,2110,10,2110,,
EWMS4-601,2110,10,2110,,
F-10A,2110,10,2110,,
F-10B,2110,10,2110,,
R-302,2110,10,2110,,
R-401,2110,10,2110,,
S-201,2110,10,2110,,
S-202,2110,10,2110,,
S-301,2110,10,2110,,
S-203,2110,10,2110,,
F-20A,2110,10,2110,,
R-311,2110,10,2110,,
R-410,2110,10,2110,,
R-411,2110,10,2110,,
R-412,2110,10,2110,,
S-208,2110,10,2110,,
S-210,2110,10,2110,,
S-310,2110,10,2110,,
S-315,2110,10,2110,,
SG26,2110,10,2110,,
FG1_CP,2110,10,2110,,
RM1_CP,2110,10,2110,,
RM2_CP,2110,10,2110,,
SG1_CP,2110,10,2110,,
FG2_CP,2110,10,2110,,
RMJIT01,2110,10,2110,,
RMJIT02,2110,10,2110,,
SGJIT01,2110,10,2110,,
SGJIT02,2110,10,2110,,
FG111,2110,10,2110,,
FG111_A,2110,10,2110,,
FG111_B,2110,10,2110,,
FG111_C,2110,10,2110,,
RM27_1,2110,10,2110,,
FG29-1,2110,10,2110,,
FG6200,2110,10,2110,,
SG6100,2110,10,2110,,
FG6500,2110,10,2110,,
AVC_RBT_BASE_FRAME,2110,10,2110,,
AVC_RBT_CNTRL_CAB,2110,10,2110,,
AVC_RBT_D_ARM_50,2110,10,2110,,
AVC_RBT_L_ARM_45,2110,10,2110,,
AVC_RBT_SEALING,2110,10,2110,,
AVC_RBT_APPL_UNIT,2110,10,2110,,
AVC_RBT_BUNDLE,2110,10,2110,,
AVC_RBT_CNTRL_BRD,2110,10,2110,,
AVC_RBT_CNTRL_UNIT,2110,10,2110,,
AVC_RBT_ROBOT,2110,10,2110,,
