ISTAT,SPRAS,TXT04,TXT30
I8008,L,CBEX,CM: Konf. podst. rozwinięta
I8009,L,CMOB,CM: Konf. podst. nieaktualna
I8010,L,CMBG,CM: Przetwarzanie w tle
I8011,L,MEBS,Sterowane za pomocą MEB
I8012,L,ZMEB,Zlecenie utworzone przez MEB
I8013,L,TWZL,Wymagane jest tworzenie zleceń
I8014,L,TBUS,Do zastosowania
I8015,L,MDCI,Tworzenie danych podst. rozp.
I8016,L,MDCU,Dane podst. utworz./zmienione
I8017,L,MDFL,Tworzenie danych podst. błędne
I8019,L,BLFA,Ustawienie wskaźnika archiwum
I8023,L,WST.,Wstrzymany
I8024,L,ZAPO,Zakończenie potwierdzone
I8025,L,ZAPO,Zakończ. częściowo potwierdz.
I8026,L,DOKP,Wymagane utworz. dok. pomiar.
I1212,E,DPRC,Delivery pending
I8503,L,XR03,Zatwierdz. dla testu
I8506,L,XR06,Zaznaczone do archiwizacji
I8507,L,XR07,Zarchiwizowano
I8521,L,XR21,Odrzucone
I8540,L,XR40,Bieżący proces podpisu
I8802,L,UPSV,Zapamiętanie
I0497,R,MEEF,Результаты измерений введены
IDGS6,L,DGS6,Ręcznie zatwierdzone
IDGR9,L,DGR9,/
I8811,L,UPSP,Częściowo wysłane
I8812,L,UPSE,Błąd podczas wysyłania
I8826,L,W DR,W drodze
I8827,L,PRZN,Przyjazd nastąpił
I8828,L,ZAŁR,Załadunek rozpoczęty
I8829,L,ZAŁC,Załadunek częściowo zakończony
I8830,L,ZAŁZ,Załadunek zakończony
I8831,L,ROZR,Rozładunek rozpoczęty
I8833,L,ROZZ,Rozładunek zakończony
I8834,L,BWPR,Proces ruchu
I8835,L,PRWA,Proces ważenia
I8836,L,GOTW,Przygotowano do ważenia
I8837,L,GOTZ,Przygotowano do załadunku
I8838,L,GOTR,Przygotowano do rozładunku
I8839,L,GOTP,Przygotowano do przesunięcia
I8840,L,GOTY,Przygotowano do wyjazdu
I8912,L,PLCL,Działka przestała istnieć
I8918,L,NFRE,Zwolnienie zabronione
IB001,L,INIT,Status początkowy
IB002,L,IBDE,Znacznik usunięcia
IB003,L,IBIN,Dezaktywacja
IB004,L,IB04,Zatwierdz.
IB005,L,IB05,Zatwierdz.
IBC01,L,bcr,Utworzono pakiet płatności
IBC02,L,bap,W zatwierdzaniu
IBC03,L,brl,Zatwierdzono w firmie
IBC04,L,bhb,Wysyłano do banku wewnętrznego
IBC08,L,bot,Wykonano inne kontrole
IBC12,L,bbp,Wpr.wsad.przetw.
IBC16,L,bfe,Błąd podczas tworz. nośn. pł.
IBC17,L,bab,Zaakceptowane przez bank
IBC18,L,bse,Błąd z sieci płatniczej
ICDD2,F,CDD2,Annulée
IBC21,L,bpa,Częściowo zaakcep.przez bank
IBC24,L,ban,Komunikat o przerw. z sieci
IBC25,L,bbst,Wyciąg otrzym. częściowo
IBC26,L,CLRD,Rozliczone
IBI01,L,BP01,Zablok. dla umiesz. w mag.
IBI02,L,BP02,Zablok. dla usunięcia z mag.
IBI04,L,BII1,Inicjalizacja
IBI05,L,BB01,Blokada magazynu blokowego
IBOS1,L,UTW,Utworzono arkusz wprowadzania
IBOS2,L,AZat,Arkusz wprowadzania zatwierdz.
IBOS3,L,STOR,Arkusz wprow. stornowany
ICC10,L,CCRA,Zażądano zatwierdzenia
ICL04,L,CL04,Aktywne
ICL08,L,CL08,Zaksięgowane
ICO01,L,Pocz,Zainicjowane
ICO02,L,Zat.,W zatwierdzaniu
ICO03,L,Zwr.,Zwrócone
ICO06,L,Wys.,Wysłane
ICO07,L,Stor,Stornowane
ICO08,L,Uzg.,Uzgodnione
ICO09,L,Wyk.,Wykonane
ICO13,L,BłW,Błąd podczas wysył.
IDGS0,L,DGS0,/
IDGS1,L,DGS1,/
IDGS8,L,DGS8,"Sprawdzone, nie OK"
IDGS9,L,DGS9,"Sprawdzone, OK"
IDGT0,L,DGT0,/
IDGT1,L,DGT1,/
IDGT2,L,DGT2,W trakcie przetwarzania
IDGT5,L,DGT5,Błąd techniczny
IDGT6,L,DGT6,Ręcznie zatwierdzone
IDGT8,L,DGT8,"Sprawdzone, nie OK"
IDGT9,L,DGT9,"Sprawdzone, OK"
IDGZ0,L,DGZ0,/
IDGZ1,L,DGZ1,/
IDGZ2,L,DGZ2,/
IDGZ9,L,DGZ9,/
IDID0,L,DID0,/
IDID1,L,DID1,/
IDID2,L,DID2,/
IDID9,L,DID9,/
IDIN1,L,DIN1,Niewymagane
IDIN3,L,DIN3,Żądane
IDLD0,L,DLD0,/
IDLD1,L,DLD1,/
IDLD2,L,DLD2,/
IDLD9,L,DLD9,/
IDLO0,L,DLO0,/
IDLO1,L,DLO1,/
IDLO2,L,DLO2,/
IDLO7,L,DLO7,Przeładowane
IDLO9,L,DLO9,/
IDMC0,L,DMC0,Nierozpoczęte
IDMC1,L,DMC1,Zatwierdzone
IDMC5,L,DMC5,Anulowane
IDMC8,L,DMC8,Technicznie zakończone
IDMC9,L,DMC9,/
IDMP0,L,DMP0,/
IDMP1,L,DMP1,/
IDMP2,L,DMP2,/
IDMP9,L,DMP9,/
IDMS0,L,DMS0,/
IDMS1,L,DMS1,/
IDMS2,L,DMS2,/
IDMS9,L,DMS9,/
IDOY-,L,DOY-,Na placu
IDOYX,L,DOYX,Poza placem
IDPC0,L,DPC0,/
IDPC1,L,DPC1,/
IDPC2,L,DPC2,/
IDPC9,L,DPC9,/
IDPD0,L,DPD0,/
IDPD1,L,DPD1,/
IDPD2,L,DPD2,/
IDPD9,L,DPD9,/
IDPI0,L,DPI0,/
IDPI1,L,DPI1,/
IDPI2,L,DPI2,/
IDPI7,L,DPI7,Pobranie nadmiaru
IDPI9,L,DPI9,/
IDPS0,L,DPS0,/
IDPS1,L,DPS1,/
IDPS2,L,DPS2,/
IDPS9,L,DPS9,/
IDPT0,L,DPT0,/
IFC01,L,FC01,Konfiguracja scenar. zainic.
IFC02,L,FC02,Gromadzenie danych zainicjow.
IFC03,L,FC03,Gromadzenie danych zakończone
IFC04,L,FC04,Określanie gotowości
IFC05,L,FC05,Błąd gotowości
IFC06,L,FC06,Gotowe do obliczania
IFC08,L,FC08,Błąd obliczania
IFC09,L,FC09,Wyniki dostępne
IFC10,L,FC10,Określanie gotowości
IFC11,L,FC11,Błąd gotowości
IFC12,L,FC12,Gotowe do obliczania
IFC13,L,FC13,Przesłane do zatwierdzenia
IFC14,L,FC14,Kontr. gotowości wymagana
IFC15,L,FC15,Kontr. gotowości wymagana
IHU02,L,BEST,W zapasach
IHU03,L,WA,Wydanie mat. zaksięgowane
IHU05,L,Zał.,Załadunek
IDPT1,L,DPT1,/
IDPT2,L,DPT2,/
IDPT9,L,DPT9,/
IDPX0,L,DPX0,/
IDPX1,L,DPX1,/
IDPX2,L,DPX2,/
IDPX9,L,DPX9,/
IDQC0,L,DQC0,/
IDQC1,L,DQC1,/
IDQC2,L,DQC2,/
IDQC8,L,DQC8,Odrzucone
IDQC9,L,DQC9,"Zakończone, OK"
IDQE0,L,DQE0,/
IDQE1,L,DQE1,/
IDQE2,L,DQE2,/
IDQE9,L,DQE9,/
IDQP0,L,DQP0,/
IDQP1,L,DQP1,/
IDQP2,L,DQP2,/
IDQP9,L,DQP9,/
IDQS0,L,DQS0,/
IDQS1,L,DQS1,/
IDQS2,L,DQS2,/
IDQS9,L,DQS9,/
IDRC0,L,DRC0,/
IDRC1,L,DRC1,/
IDRC9,L,DRC9,/
IDRD0,L,DRD0,/
IDRD1,L,DRD1,/
IDRD4,L,DRD4,Nie znaleziono
IDRD5,L,DRD5,Ustalono nieprawidłowość
IDRD6,L,DRD6,Prawidłowe (ręcznie)
IDRD9,L,DRD9,Ustalono prawidłowość
IDSD0,L,DSD0,/
IDSD1,L,DSD1,/
IDSD2,L,DSD2,/
IDSD9,L,DSD9,/
IDSH1,L,DSH1,Niegotowe
IDSH9,L,DSH9,Gotowe
IDSL0,L,DSL0,/
IDSL1,L,DSL1,/
IDSL6,L,DSL6,"OK, ręczne"
IDSL8,L,DSL8,Nieprawidłowe
IDSL9,L,DSL9,"Sprawdzone, OK"
IDSP0,L,DSP0,/
IDSP1,L,DSP1,/
IDSP2,L,DSP2,/
IDSP9,L,DSP9,/
IDSR-,L,PDO-,/
IDSRX,L,PDOX,/
IDST0,L,DST0,/
IDST1,L,DST1,/
IDTD0,L,DTD0,/
IDST2,L,DST2,/
IDST9,L,DST9,/
IDTD1,L,DTD1,/
IDTDF,L,DTDF,Stałe
IDTDI,L,DTDI,Oczekujące: Got. do prz. mag.
IDTDM,L,DTDM,Ustalone ręcznie
IDTDP,L,DTDP,Zaplanowane
IDTDR,L,DTDR,Ustal.: Gotowe do przetw. mag.
IDTL0,L,DTL0,/
IDTL1,L,DTL1,/
IDTL6,L,DTL6,"OK, ręczne"
IDTL8,L,DTL8,Nieprawidłowe
IDTL9,L,DTL9,"Sprawdzone, OK"
IDTR1,L,DTR1,W drodze
IDTR3,L,DTR3,Zarejestrowane na placu
IDTU0,L,DTU0,/
IDTU1,L,DTU1,/
IDTU2,L,DTU2,/
IDTU9,L,DTU9,/
IDUD0,L,DUD0,/
IDUD1,L,DUD1,/
IDUD9,L,DUD9,/
IDUN1,L,DUN1,/
IDUD2,L,DUD2,/
IDUN0,L,DUN0,/
IDUN2,L,DUN2,/
IDUN9,L,DUN9,/
IDVA1,L,DVA1,/
IDVA4,L,DVA4,Z błędami
IDVA5,L,DVA5,Odrzucone
IDVA9,L,DVA9,/
IDVEA,L,DVEA,Aktywne
IDVED,L,DVED,Nieaktywny
IDVEN,L,DVEN,Aktywne (istn. wer. nieaktyw.)
IDVQ0,L,DVQ0,/
IDVQ1,L,DVQ1,/
IDVQ2,L,DVQ2,/
IDVQ9,L,DVQ9,/
IDWA0,L,DWA0,/
IDWA1,L,DWA1,/
IDWA2,L,DWA2,/
IDWA9,L,DWA9,/
IDWB-,L,DWB-,/
IDWBX,L,DWBX,/
IWA30,L,WCNC,Zl. us. odp. - nota waż. wyst.
IWA34,L,WVAR,Zaznaczone do archiwizacji
IWA37,L,WVAB,Zakończono
IWA38,L,WFAC,Zakład utyl. odp. akt.
IWA39,L,WFIA,Zakład utyl. odp. nieakt.
IWA40,L,PBNE,ZUO wyc. poj. poz. nie nastąp.
IDWC-,L,DWC-,/
I0018,L,NSDK,Nagłówek sieci: Dostawa końc.
I0027,L,PROZ,Opracowane pola rozlicz.
I0033,L,KNAK,Nieaktualne koszty
I0036,L,ZLPP,Potwierdzone zlec. podrzędne
I0048,L,ROZD,Rozdzielono do MES
I0050,L,STPW,Potwierdzenie standardowe
I0051,L,PTKM,Potwierdz. kamienia milowego
I0052,L,PTCZ,Potwierdzenie ręczne
IWA31,L,PCOB,Księgow. CO poz. ZUO wykonane
IWA32,L,WCOB,Nota waż.-ZUO-księg.CO wykon.
IWA33,L,PLSS,RK Gen. fakt. kor. plus ukr.
I0059,L,SKKP,Skopiowane koszty szacowane
I0068,L,ZAWD,Otwarte zawiadomienie
I0075,L,ODNP,Odwołanie niepomyślne
I0077,L,NOLV,Operacja LVMS niedozwolona
I0078,L,LCZ1,Lista składników 1 wydrukowana
I0079,L,LSK2,Lista składników 2 wydrukowana
I0080,L,LSK3,Lista składników 3 wydrukowana
I0081,L,LSK4,Lista składników 4 wydrukowana
I0083,L,ŚPP1,Lista ŚPP 1 wydrukowana
I0084,L,ŚPP2,Lista ŚPP 2 wydrukowana
I0085,L,ŚPP3,Lista ŚPP 3 wydrukowana
I0086,L,ŚPP4,Lista ŚPP 4 wydrukowana
ICDD3,F,CDD3,À valider
I008T,L,DRPO,Pon. wydrukow. (po zakończ.)
I0090,L,PTSZ,Potwierdzenie w sieci zleceń
I0091,L,PPCZ,Podoperacja potw. częściowo
I0092,L,PPCA,Podoperacja potw. całkowicie
I0095,L,NŚPP,Niedobór ŚPP
I0110,L,ROZR,Rozpocz. rozbrojenia
I0113,L,SKOB,Składniki dla obiektu
I0150,L,PRZY,Nastąpiło przyjęcie
I0162,L,RWAD,Rejestracja wad
I0168,L,ROZZ,Rozdział do MES zakończony
I0181,L,STUS,Receptura sterująca odrzucona
I0182,L,NUPK,Nie utworz. partii kontrolnej
I0183,L,OKBR,Określono braki
I0202,L,MBUC,Muszą być utworzone cechy
I0204,L,KDŁT,Kontrola długoterminowa
I0208,L,JKŚĆ,Referencyjny poziom jakości
I0209,L,PDOP,Partia do pominięcia
I0213,L,WYNK,Potwierdzone wyniki
I0219,L,RKSZ,Rozpoczęte księgowanie zapasów
I0224,L,PAST,Partia wystornowana
I0226,L,ARCH,Partia zarchiwizowana
I0231,L,RIJZ,Rekord inf. jakości zmieniony
I0232,L,PZAN,Partia zaznaczona do anulow.
I0236,L,PNZL,Potwierdzenie nagłówka zlec.
I0237,L,PWSK,Potwierdzenie wydanych składn.
I0242,L,NSPR,Niesprawdzony
I0243,L,NPLN,Nie zaplanowane (prognoza)
I0244,L,PODZ,Podzielony
I0251,L,KŻZM,Kontrola wniosku o zmianę
I0259,L,ŻKZZ,Obiekt: Żąd. kontr. dla zl.zm.
I0260,L,OZMM,Obiekt: Zmiana możliwa
I0261,L,OZNK,Obiekt: Zmiana niekonieczna
I0262,L,OZNM,Obiekt: Zmiana niemożliwa
I0263,L,ODPR,Obiekt: Do przetworzenia
I0264,L,OWTO,Obiekt: W trakcie opracowania
I0265,L,CCOA,Obiekt: Zmiana zakończona
I0266,L,OZZT,Obiekt: Zmiana zatwierdzona
I0267,L,RSZK,Receptura sterująca zakończona
I0270,L,MPZA,Miejsce pracy dozwol. do zatw.
I0273,L,RCZZ,Rozbrojenie częściowo zakończ.
I0274,L,LIPO,Lista pozycji do pominięcia
I0275,L,ZEZE,Kontrola: zezwolenie eksport.
I0281,L,PKNP,Partia kontrolna przypisana
I0282,L,PCKP,Plan. cechy kontr. przypisane
I0283,L,DQMR,QM: Dane rejestrowane
I0285,L,PPRZ,Partia przypisana
I0289,L,PKP,Partia w pełni sklasyfikowana
I0291,L,KAC,Kopiowanie analizy cech
I0293,L,PTID,Potwierdzenie z osobistym ID
I0301,L,POBJ,Podobiekt istnieje
I0304,L,ŻZNK,Niekompletne zlecenie zmiany
I0306,L,OBZB,Obiekt: Zmiana błędna
I0307,L,PKDD,Partia kontr. protokołu zlec.
I0308,L,NDŻT,Niedostępny w żądanym terminie
I0309,L,NTZZ,Nieakt. terminy zl. zbiorczych
I0311,L,FTC3,Kontrola: brakujące dane pods.
I0312,L,FTC4,Kontrola: Ustalanie zezwolenia
I0323,L,PZU,Pojedyncze zatw. udzielone
I0324,L,ONZR,Oparte na zatw. recepturze
I0328,L,OPWG,Operacja wygenerowana
I0330,L,POT1,Potwierdz.
I0331,L,PTWZ,Potwierdz. wzajemne
I0340,L,MTZT,Materiał zatwierdzony
I0357,L,PLDZ,Planowanie dla zadania
I0361,L,NKIL,Nowa kalkulacja ilości
I0365,L,PMST,Potwierdzenie postępu (MST)
I0366,L,POTC,Potwierdzenie przyj. certyfik.
I0370,L,PWPR,Partie w pełni przypisane
I0375,L,OSZA,Obiekty składowe zarchiwizow.
I0376,L,ZPLK,Na podst. zatw. planu kontroli
I0377,L,OZCD,Operacja zewn. częściowo dost.
I0378,L,OZDS,Operacja zewnętrzna dost.
I0383,L,PNP,Partia nie przypisana
I0386,L,NAPR,Naprawione
ICDD4,F,CDD4,Validée
I0396,L,OAKC,Oferta zaakceptowana
I0399,L,RWVB,Potw./ruch mater. zabroniony
I0404,L,AKP,Odłączanie
I1775,L,1775,Opóźnienie
I1812,L,AM12,Nieplanowany(e) audyt(y)
I1816,L,AM16,Raport utworzony
I1818,L,AM18,Otwarte zadania
I1826,L,AM25,Podpis dla zakończenia
I2203,L,CINC,Niespójny
I2204,L,CDIS,Możl. do podziału
I3901,L,NDIS,niezaplanowane
I3907,L,RESM,Powiadomiono
I3909,L,RGBE,Pojazd zwrócono
I7100,L,NEWO,Nowe/W przetwarzaniu
I8001,L,CREA,Nowe dane IP
I8003,L,CGMN,Status systemu: Zmiana ręczna
I8004,L,INPR,Status systemu: W przetwarz.
I8005,L,CMTD,Status systemu: Zakończone
I8007,L,HOLD,Status systemu: Zatrzymane
I8018,L,NUSD,Niestosowane
I8805,L,UPRC,Odbiór
IDWCX,L,DWCX,/
I8832,L,ROZC,Rozładunek częściowo zakończ.
I8911,L,LRCL,Księga wieczysta zamknięta
IBC05,L,bsn,Odebrano z sieci płatniczej
IBC06,L,bbk,Odebrane z banku
IBC07,L,bck,Sprawdz. składnię/zawar. pliku
IBC09,L,brj,Odrzucone przez zatwierdz.
IBC10,L,brt,Pon. przedł. przez zatwierdz.
IBC11,L,bbs,Otrzymany wyciąg
IBC13,L,bnp,Partia nieprzetworzona
IBC14,L,bpp,Partia częściowo przetworzona
IBC19,L,bre,Odrzucone przez bank
IBC22,L,bpe,Oczekujące – bank
IBC23,L,bdw,Ostrzeżenie: Brak dostawy
ICC11,L,CCDA,Odrzucono zatwierdzenie
ICC13,L,CCRE,Odrzucono zatwierdzenie rozl.
ICL01,L,CL01,Nierozliczone
ICO11,L,Pot.,Potwierdzenie brak.
ICO14,L,Niep,Nieprawidłowy
ICO15,L,OdOt,Odpowiedź kan. otrzymana
IDWD0,L,DWD0,/
IDWD1,L,DWD1,/
IDWD2,L,DWD2,/
IDWD9,L,DWD9,/
IDWE-,L,DWE-,/
IDWEX,L,DWEX,/
IDWG-,L,DWG-,/
IDWGX,L,DWGX,/
IDWI0,L,DWI0,/
IDWI1,L,DWI1,/
IDWI2,L,DWI2,/
IDWI9,L,DWI9,/
IDWL0,L,DWL0,/
IDWL1,L,DWL1,Otwarte
IDWL9,L,DWL9,/
IDWM1,L,DWM1,/
IDWM2,L,DWM2,Zaplanowane
IDWM9,L,DWM9,/
IDWN1,L,DWN1,Do kontroli
IDWN0,L,DWN0,/
IDWN8,L,DWN8,Inspekcja celna
IDWN9,L,DWN9,Zatwierdzone
IDWP0,L,DWP0,/
IDWP1,L,DWP1,/
IDWP2,L,DWP2,/
IDWP9,L,DWP9,/
IDWS0,L,DWS0,/
IDWS1,L,DWS1,Do kontroli
IDWS9,L,DWS9,Zatwierdzone
IDWV0,L,DWV0,/
IDWV1,L,DWV1,Istotne
IDWV2,L,DWV2,/
IDWV8,L,DWV8,Niekompletnie zakończone
IDWV9,L,DWV9,/
IDWVC,L,DWVC,Utworzone
IDYD0,L,DYD0,/
IDYD1,L,DYD1,/
IDYD2,L,DYD2,/
IDYD9,L,DYD9,/
ISTM-,L,STM-,Nie
ISTM0,L,STM0,Nieistotne
ISTM1,L,STM1,Nierozpoczęte
ISTM2,L,STM2,Częściowo zakończone
ISTM9,L,STM9,Zakończone
ISTMX,L,STMX,Tak
I0673,L,BKP,Bież. kalkul. kosztów pow. się
I0672,L,BOB,Bież. oblicz. kosztów błędne
I1158,L,QAPP,Zatwierdzenie oferty zaakcept.
I1159,L,QARJ,Zatwierdzenie oferty odrzucone
I1607,L,ZSJG,Jest zlec. serw. dla kilku JG
I1608,L,BPJG,Błąd przetwarzan. dla kilku JG
I1609,L,SPJG,Sukces przetwarz. dla kilku JG
I1005,5,ZAKL,Zaključeno
IFC07,L,FC07,Obliczanie w toku
IHU01,L,PLAN,Planowane / awizowane
IHU04,L,ENTL,Rozładunek
I2556,L,PPZt,Projekt planow. zatwierdzony
ICC09,L,BRKW,Automat.blokada dla rozliczen.
I6200,L,TMPL,Dozwolone jako szablon
I0099,P,LIDI,À livre disposição
I0099,S,DISP,Disponible
I0099,T,KLNB,Kullanılabilir
IBC15,I,bfc,Creato mezzo di pagamento
I0155,9,TSRL,Vabastatud ülesanne
I0155,A,ت.م.,مهمة تم تحريرها
I0155,B,TSRL,משימה שוחררה
I0155,G,TSRL,Εργασία Εγκρίθηκε
I0155,H,ENGI,Engedélyezett tennivaló
I0155,I,MIRI,Misura rilasciata
I0498,R,NHTG,Расширение
I1397,R,ОжПе,Ожид. перен. в др. серв. центр
I8872,L,UPS2,XXX
I8873,L,UPS3,XXX
I8874,L,UPS4,XXX
I8875,L,UPS5,XXX
I8876,L,UPS6,XXX
I8877,L,UPS7,XXX
I8878,L,UPS8,XXX
I8879,L,UPS9,XXX
IDBU0,L,DBU0,/
IDBU1,L,DBU1,/
IDBU2,L,DBU2,/
IDBU9,L,DBU9,/
I0003,H,HKAP,Kapacitáshiány
I0014,H,UKAL,Termék kalkulálva
I0017,H,KIVÉ,Kiadott anyagok
I8808,H,UPER,Rögzítési hiba
I8809,H,UPPO,Beküldve
I8810,H,UPIN,Részben rögzítve
IDAC-,H,DAC-,/
IDACX,H,DACX,/
IDAD0,H,DAD0,/
IDAD1,H,DAD1,/
IDAD2,H,DAD2,/
IDAD9,H,DAD9,/
IDAR-,H,DAR-,/
I7A18,L,ACSA,Złomowanie innego producenta
I7A19,L,ACLS,Złomowanie - wydanie z magaz.
I7A20,L,A720,Ostat.stosow./Got. na ust.ceny
I1005,6,DOVR,Dovršeno
I7C02,L,A712,Magazynowanie
I7C03,L,A713,Rozładowane
I7C04,L,A714,Wystornowane
I7C05,L,A715,Zastosowane
I7C07,L,A716,Przyjęte do magazynu
I7C08,L,A717,Brazylia - oczek. na fak. (CM)
I1005,8,CMPD,Завершено
I7C10,L,ACSR,Stornowano złomowanie
I7D01,L,SINI,Początkowe
I7D02,L,SSUC,Pomyślnie
I7D03,L,SERR,Błąd
I7DP1,L,D701,Projekt harmonogr.
I7DP2,L,D702,Plan zatwierdzony
I7DP3,L,D703,Plan nieaktualny
I7DP5,L,D705,Harm. wyłączony dla kontraktów
I7F01,L,F701,Wersja robocza
I7F02,L,F702,Nieaktywne
I7F03,L,F703,Aktywne
I7L01,L,L701,Gotowe na dostosowanie
I7L02,L,L702,Dostosowane
I7L03,L,L703,Dostosowanie stornowania
I7P03,L,SCRL,Zatwierdzone
I7R01,L,R701,Gotowe do zastosowania
I7R02,L,R702,Połącz. z dok. zastos. forw.
I7R03,L,R703,Got. do rozlicz. real. przych.
I7R04,L,R704,Oczekiwanie na rozl. ostatecz.
I7R05,L,R705,Zastosowanie zwrotów zrealiz.
I7S01,L,S701,Rozliczenie nieistotne
I7S02,L,S702,Gotowe do rozliczenia
I7U04,L,U704,Zatwierdzone
I7S04,L,S704,Rozliczone ostatecznie
I7S05,L,S705,Rozliczenie wystornowane
I7S06,L,S706,Rozlicz. tymczas. wystornowane
I7S07,L,S707,Rozlicz. ostat. wystornowane
I7S08,L,S708,Przychód uznany
I7S11,L,S711,Nieistotne dla rozlicz. magaz.
I7S12,L,S712,Gotowe na rozliczenie magazyn.
I7S13,L,S713,Magazyn. pośrednio rozliczone
I7S14,L,S714,Magazyn. ostatecznie rozlicz.
I7S15,L,AT09,Anulowano fakturę
I7S51,L,SNEW,Rozliczenie utworzone
I7S52,L,SEDT,Edycja rozliczenia
I7S53,L,SRLS,Rozliczenie zwolnione
I7S54,L,SAPO,Rozliczenie zatwierdzone
I7S55,L,SAIH,Rozliczenie zatrzym. faktury
I7S56,L,SINV,Rozliczenie zafakturowane
I7S57,L,SREV,Rozliczenie wystornowane
I7S58,L,SCNC,Rozliczenie anulowane
I7S59,L,SBHI,Brazylia: Rozlicz. zatrz. f-ry
I7S60,L,SACC,Ograniczone rozliczenie
I7S61,L,SICN,Anulowano fakturę
I7TO1,L,T701,Projekt harmonogramu
I7TO2,L,T702,Zaharmonogr. zatwierdzanie
I7TO3,L,T703,Odwołanie harmonogramu
I7U01,L,U701,Wersja robocza
I7U02,L,U702,Nieaktualne
I7U03,L,U703,Zatwierdzone częściowo
I7U04,P,U704,Liberado
I7U05,L,U705,Wyzwolone ustalanie OF
I7U06,L,U706,Ustalenie OF powiodło się
I7U07,L,U707,Wykonanie OF powiodło się
I7U08,L,U708,Wykonanie OF nie powiodło się
I7U09,L,UREV,Wystornowane
I7U10,L,UORS,OE - pomyślne storno
I7U11,L,UORF,OE - niepomyślne storno
I7U12,L,UCIP,Korekta w toku
I7U13,L,U713,Gotowe na przekierowanie
I7U14,J,U714,供給取消成功
I7U15,L,U715,Pomyślne przygotowanie danych
IBC80,C,BBPC,Požadavek na ping vytvořen
IBC81,C,BBWR,Čeká na odpověď
IBC82,C,BBRR,Přijatá odezva ping
IBC83,C,BBPF,Ping úspěšně dokončen
IBC90,C,bbfc,Soubor vytvořen
IBC91,C,bbsn,Soubor odeslán do FSN
IBC92,C,bbrn,Soubor přijatý z FSN
IBC93,C,bbsp,Soubor zpracován
IBC94,C,bbep,Chyba při zpracování souboru
IBC95,C,bbmp,Vyžadováno manuální zpracování
IBC96,C,bbrm,Přijato v SAP MBC
IBC97,C,bbfm,Předáno ze SAP MBC
IHS04,T,RLSD,Onaylandı
IHS05,T,RJCT,Reddedildi
IHS06,T,CLMP,Tamamlandı
IHS07,T,SPSD,Değiştirildi
I1024,4,MŞTR,Marcat pt.ştergere
I1085,4,CDEL,Marcat pt.ştergere
I3350,4,PM01,Prelucrat cu aplic.Fiori F2023
I0480,4,OLGE,Listă obiecte generate
I0481,4,CLGE,Liste verificare generate
I0482,4,CLNO,Nicio listă de verif.găsită
I052R,4,ISN,Info suplimentare necesare
I0575,4,APRI,Contract cu preţ stabilit
I1922,4,INPL,În planificare
I1924,4,INEX,În curs de execuţie
I0099,U,VAKÄ,Käytettävissä
IDARX,H,DARX,/
I0099,V,TIGL,Tillgänglig
I0099,W,AVLB,Налично
I0099,X,AVLB,Prieinama
I0099,Y,AVLB,Pieejams
I0066,L,ZTWD,Zatwierdzone
I0176,L,ODR1,Odrzucony
I0099,c,DISP,A disposició
I0196,L,KPFR,Zatwierdzone
I0359,L,ABGE,Odrzucony
I0417,L,NIEZ,Konflikt
I0427,L,wprz,W przetwarzaniu
I0451,L,WW,W trakcie przetwarzania
I0452,L,ZK,Zakończone
I0517,L,ZABL,Zablokowane
I0563,L,FIX,Fixing
I0570,L,WP,W trakcie przetwarzania
I0571,L,DZ,Do zatwierdzenia
I0801,L,WPRZ,W przetwarzaniu
I0802,L,MABG,Zakończony
I1064,L,CGBL,Zablokowane
I1103,L,LOCK,Zablokowane
I1802,L,AM02,Zwolniony
I1804,L,AM04,Zablokowane
I1808,L,AM08,Odrzucony
I0132,L,PWYN,Przeznaczony do wynajęcia
I0134,L,ZTSP,Zatwierdzony (standardowy PSP)
I0135,L,ZMSP,Zamknięto    (standardowy PSP)
I0136,L,PMAT,Przyjęcie mat. niepomyślne
I0137,L,ZDSP,Zdefiniowane dla sprzedaży
I0139,L,KAUV,Zaplanow. do zakupu
I0140,L,ZAKU,Zakupiony
I0141,L,SPCZ,Częściowo sprzedany
I0142,L,ABRI,Wyburzony
I0143,L,CZWY,Częściowo wyburzony
I0144,L,WTUN,Zapaść gospodarcza
I0364,L,ZEZW,Wydane zezwolenie
I2201,L,CREL,Zwolniony
I2202,L,CLOC,Zablokowane
I2557,L,PPUt,Utworzone
I1725,M,APCL,已完成核准
I1726,M,APCA,已取消核准
I1727,M,ARCV,已歸檔
I1728,M,RSOS,單一步驟角色員工配置
I1729,M,RSPP,員工配置準備中
I1730,M,RSIP,員工配置處理中
I1731,M,RSFN,已完成員工配置
I1732,M,STAF,員工配置處理中 - 簡易模式
I1733,M,TOAS,待指派
I1734,M,ASSG,已指派
I1735,M,PASS,已部份指派
I1771,M,1771,已建議
I1772,M,1772,啟用中
I1773,M,1773,準備審查
I1774,M,1774,待核准
I1775,M,1775,已延遲
I1776,M,1776,已拒絕
I1777,M,ECNL,已提前取消
I0994,M,SCSU,已隱藏契約判定
I0995,M,SCSP,已隱藏契約判定
I1736,M,PRTR,已部份核發
I3010,M,UBBD,新契約
I3011,M,UBBC,啟用的契約
I3012,M,TBCP,更改程序已終止
I3013,M,TBCP,更改程序終止
I3031,M,UTRM,已終止契約
I3035,M,UTRT,終止契約
