MANDT,SPRAS,MSEHI,MSEH3,MSEH6,MSEHT,MSEHL
400,6,HZ,HZ,Hz,Hz,Herc (1/sekunda)
400,8,IN,ДЮ,дюйм,Дюйми,Дюйм
400,7,IN,"""","""",Inci,Inci
400,6,IN,"""","""",Inči,Inč
400,7,IN2,"""2",Inci2,Inci2,Inci persegi
400,6,IN2,"""2",Inč2,Inč2,Kvadratni inč
400,7,IN3,"""3",Inci3,Inci padu,Inci padu
400,6,IN3,"""3",Inč3,Kubič.inč,Kubični inč
400,8,J,ДЖ,Дж,ДЖОУЛЬ,Джоуль
400,7,J,J,J,J,Joule
400,6,J,J,J,J,Džul
400,7,JHR,TH,th,Tahun,Tahun
400,6,JHR,GD,god,Godina,Godine
400,7,JKG,JKG,J/kg,J/kg,Joule/Kilogram
400,6,JKG,JKG,J/kg,J/kg,Džul/kilogram
400,7,JKK,JKK,J/kgK,J/(kg*K),Kapasiti Pemanasan Khas
400,6,JKK,JKK,J/kgK,J/(kg*K),Posebni toplinski kapacitet
400,7,JM3,JM3,J/M3,Joule/m3,Joule per Meter Kubik
400,6,JM3,JM3,J/M3,Jul/m3,Jul po kubičnom metru
400,8,JMO,ДЖМ,Дж/м.,Дж/моль,Джоуль/моль
400,7,JMO,JMO,J/mol,J/mol,Joule/Mol
400,6,JMO,JMO,J/mol,J/mol,Joule/Mol
400,7,K,K,K,K,Kelvin
400,7,KA,KA,kA,kA,Kiloampere
400,6,KA,KA,kA,kA,Kiloamper
400,7,KAN,KAN,Kan,Kanister,Kanister
400,6,KAN,CAN,Can,Kanistar,Kanistar
400,7,KAR,KAR,Kar,Karton,Karton
400,6,KAR,KAR,Car,KartKutija,Kartonska kutija
400,8,KB2,КБ2,КБк/с2,КБк/с2,Кілобекерель на кв.сантиметр
400,7,KB2,KB2,kBq/c2,kBq/c2,Kilobecquerels stp sntimtr psg
400,6,KB2,KB2,kBq/c2,kBq/c2,Kilobekerela po kvadratnom cm
400,8,KBG,КБГ,кБк/г,кБк/г,Кілобекерель на грам
400,7,KBG,KBG,kBq/g,kBq/g,Kilobecquerels per gram
400,6,KBG,KBG,kBq/g,kBq/g,Kilobekerela po gramu
400,8,KBK,КБК,кБк/кг,кБк/кг,Кілобекерель/кілограм
400,7,KBK,KBK,kBq/kg,kBq/kg,Kilobecquerel/Kilogram
400,6,KBK,KBK,kBq/kg,kBq/kg,Kilobecquerel/kilogram
400,8,KBQ,КБк,кБк,кБк,Кілобекерель
400,7,KBQ,KBQ,kBq,kBq,Kilobecquerel
400,6,KBQ,KBQ,kBq,kBq,Kilobekerel
400,7,KEL,KEL,kg/KWh,kg/KWh,Kilogram/Kilowatt-jam
400,6,KEL,KEL,kg/KWh,kg/KWh,Kilogram/kilovatsat
400,7,KG,KG,kg,kg,Kilogram
400,7,KGF,KGF,kg/m2,kg/m2,Kilogram/Meter persegi
400,6,KGF,KGF,kg/m2,kg/m2,Kilogram/kvadratni metar
400,7,KGH,KGH,kg/jam,kg/jam,Kilogram/Jam
400,6,KGH,KGH,kg/h,kg/h,Kilogram/sat
400,7,KGJ,KGJ,kg/GJ,kg/GJ,Kilogram/Gigajoule
400,6,KGJ,KGJ,kg/GJ,kg/GJ,Kilogram po gigadžulu
400,7,KGK,KGK,kg/kg,kg/kg,Kilogram/Kilogram
400,6,KGK,KGK,kg/kg,kg/kg,Kilogram/Kilogram
400,7,KGM,KGM,kg/mol,kg/mol,Kilogram/Mol
400,6,KGM,KGM,kg/mol,kg/mol,Kilogram/mol
400,7,KGS,KGS,kg/s,kg/s,Kilogram/saat
400,6,KGS,KGS,kg/s,kg/s,Kilogram/sekunda
400,7,KGT,KGT,kg/t,kg/t,Kilogram/Tan
400,6,KGT,KGT,kg/t,kg/t,Kilogram/tona
400,7,KGV,KGV,kg/m3,kg/m3,Kilogram/meter padu
400,6,KGV,KGV,kg/m3,kg/m3,Kilogram/kubični metar
400,7,KGW,KBA,kgba,kg bhn.ak.,Kilogram Bahan Aktif
400,6,KGW,KAS,kgas,kg AktSast,Kilogram aktivnog sastojka
400,8,KHZ,КГЦ,кГц,кГц,Кілогерц
400,7,KHZ,KHZ,kHz,kHz,Kilohertz
400,6,KHZ,KHZ,kHz,kHz,Kiloherc
400,8,KI,ЯЩК,Ящик,Ящик,Ящик
400,7,KI,CRT,Krat,Krat,Krat
400,6,KI,SND,Sanduk,Sanduk,Sanduk
400,7,KJ,KJ,kJ,kJ,Kilojoule
400,6,KJ,KJ,kJ,kJ,Kilodžul
400,7,KJG,KJG,kJ/g,kJ/g,Kilojoule/gram
400,6,KJG,KJG,kJ/g,kJ/g,Kilodžul/gram
400,7,KJK,KJK,KJ/kg,KJ/kg,Kilojoule/kilogram
400,6,KJK,KJK,KJ/kg,KJ/kg,Kilodžul/kilogram
400,7,KJM,KJM,KJ/mol,KJ/mol,Kilojoule/Mol
400,6,KJM,KJM,KJ/mol,KJ/mol,Kilodžul/mol
400,7,KKW,KKW,kg/MWh,kg/MWh,Kilogran/Megawatt-jam
400,6,KKW,KKW,kg/MWh,kg/MWh,Kilogram/megavatsat
400,7,KM,KM,km,km,Kilometer
400,6,KM,KM,km,km,Kilometar
400,7,KM2,KM2,km2,km2,Kilometer persegi
400,6,KM2,KM2,km2,km2,Kvadratni kilometar
400,7,KMH,KMJ,km/j,km/j,Kilometer/jam
400,6,KMH,KMH,km/h,km/h,Kilometar/sat
400,7,KMI,KMI,kg/min,kg/min,Kilogram/Minit
400,6,KMI,KMI,kg/min,kg/min,Kilogram/minuta
400,7,KMK,KMK,m3/m3,m3/m3,Meter padu/Meter padu
400,6,KMK,KMK,m3/m3,m3/m3,Kubični metar/kubični metar
400,7,KMN,KMN,K/min,K/min,Kelvin/Minit
400,6,KMN,KMN,K/min,K/min,Kelvin/minuta
400,7,KMS,KMS,K/s,K/s,Kelvin/Saat
400,6,KMS,KMS,K/s,K/s,Kelvin/sekunda
400,7,KOH,KOH,kOhm,kOhm,Kiloohm
400,6,KOH,KO,kOm,kOm,Kiloom
400,7,KPA,KPA,kPa,kPa,Kilopascal
400,7,KT,JK,kt,kt,Kiloton
400,6,KT,KT,kt,kt,Kilotona
400,8,KV,КВ,кВ,кВ,Кіловольт
400,7,KV,KV,kV,kV,Kilovolt
400,8,KVA,КВА,кВА,кВА,Кіловольт-ампер
400,7,KVA,KVA,kVA,kVA,Kilovoltampere
400,6,KVA,KVA,kVA,kVA,Kilovoltamper
400,8,KW,кВт,кВт,кВт,Кіловат
400,7,KW,KW,KW,KW,Kilowatt
400,6,KW,KW,KW,KW,Kilovat
400,8,KWH,КВГ,кВт/г.,кВт/год.,Кіловат-година
400,7,KWH,KWJ,kWj,kWj,Kilowatt jam
400,6,KWH,KWH,kWh,kWh,Kilovatsat
400,7,KWK,KIK,kba/kg,kba/kg,kg Bahan Aktif/kg
400,6,KWK,KSK,kas/kg,kas/kg,kg aktivnog sastojka/kg
400,8,KWM,КВМ,кВг/м3,кВтг/м3,Кіловат-година/метр кубічний
400,7,KWM,KWM,kWh/m3,kWh/m3,Kilowatt Jam/Meter Padu
400,6,KWM,KWM,kWh/m3,kWh/m3,Kilovatsati/kubični metar
400,7,Kcl,Kcl,Kcal,kcal,kilokalori
400,6,Kcl,Kcl,Kcal,kcal,kilokalorija
400,8,L,Л,літр,літр,Літр
400,7,L,L,l,l,Liter
400,6,L,L,l,l,Litra
400,8,L2,ЛХВ,л/хв,л/хв,Літр/хвилина
400,7,L2,LMI,l/min,l/min,Liter/Minit
400,7,LBm,lbM,lb/mth,Paun/Bulan,Paun/Bulan
400,6,LBm,FM,Fn/mj,Fun./mjes.,Funta/mjesec
400,7,LE,AU,AU,AU,Unit aktiviti
400,6,LE,JA,JA,JA,Jedinica aktivnosti
400,8,LHK,ЛСК,л/скм,л/100 км,Літр на 100 км
400,7,LHK,LHK,l/hkm,l/100 km,Liter per 100 km
400,6,LHK,LHK,l/hkm,l/100 km,Litra na 100 km
400,7,LM,LM,LM,m/Unit,Panjang dalam Meter per Unit
400,6,LM,LM,LM,m/komad,Dužina u metrima po jedinici
400,6,L2,LMI,l/min,l/min,Litra/minuta
400,8,LA,ЛА,ЛА,ЛА,Літрів алкоголю
400,7,LA,AP,lA,ArkPj,Liter Alkohol
400,6,LA,LA,LA,Litre alk.,Litre alkohola
400,7,LB,LB,lb,Paun,AS paun
400,6,LB,LB,lb,Funta,Američka funta
400,7,LBJ,TTh,lb/yr,Paun/Tahun,Paun/Tahun
400,6,LBJ,F/G,Fn/god,Funta/god.,Funta/godina
400,7,LMH,LMH,lb/MWh,lb/MWh,Paun/Megawatt-Jam
400,6,LMH,LMH,lb/MWh,lb/MWh,Funta/megavatsat
400,8,LMS,ЛМС,л/м_.с,л/моль-с,Літр/моль-секунда
400,7,LMS,LMS,l/m_.s,l/mol.s,Liter/Molsaat
400,6,LMS,LMS,l/m_.s,l/mol.s,Litra/molsekunda
400,8,LPH,ЛІГ,л/год,літр/год,Літр на годину
400,7,LPH,LPJ,L/jm,Liter/jam,Liter per jam
400,6,LPH,LPH,L/h,Litra/h,Litra po satu
400,8,M,M,m,МЕТР,Метр
400,7,M,M,m,m,Meter
400,6,M,M,m,m,Metar
400,8,M%,М%,%(м),%(м),Маса у відсотках
400,7,M%,M%,%(m),%(m),Jisim peratus
400,6,M%,M%,%(m),%(m),Postotna masa
400,8,M%O,М%O,%O(м),%0(мас.),Маса проміле
400,7,M%O,M%O,%O(m),%0(jisim),Jisim per mille
400,6,M%O,M%O,%O(m),%0(mass),Masa u promilima
400,8,M/S,М/С,м/с,м/с,Метр/секунда
400,7,M/S,M/S,m/s,m/s,Meter/saat
400,6,M/S,M/S,m/s,m/s,Metar/sekunda
400,7,M2,M2,m2,m2,Meter persegi
400,6,M2,M2,m2,m2,Kvadratni metar
400,7,M2C,M2C,m2/cm3,m2/cm3,Meter persegi/Sentimeter kubik
400,6,M2C,M2C,m2/cm3,m2/cm3,Kvadratni metar/kubični cent.
400,7,M2G,M2G,m2/g,m2/g,Gram/meter persegi
400,6,M2G,M2G,m2/g,m2/g,Kvadratni metar/gram
400,7,M2I,M-2,1/M2,1/M2,1/Meter Persegi
400,6,M2I,M-2,1/M2,1/M2,1/kvadratni metar
400,7,M2K,M2K,m2/kg,m2/kg,Kilogram/meter persegi
400,6,M2K,M2K,m2/kg,m2/kg,Kvadratni metar/kilogram
400,7,M3S,M3S,m3/s,m3/s,Meter padu/saat
400,6,M3S,M3S,m3/s,m3/s,Kubični metar/sekunda
400,8,MA,MA,мА,мА,Міліампер
400,7,MA,MA,mA,mA,Miliampere
400,6,MA,MA,mA,mA,Miliamper
400,8,MB2,МБ2,МБк/с2,МБк/с2,Мегабекерель/квадратн.сантим.
400,7,MB2,MB2,MBq/c2,MBq/c2,Megabecquerel/sntimter persegi
400,6,MB2,MB2,MBq/c2,MBq/c2,Megabekerel/kvadratni centim.
400,7,M2M,M2M,m2/m3,m2/m3,Meter kubik/meter persegi
400,6,M2M,M2M,m2/m3,m2/m3,Kvadratni metar/kubični metar
400,7,M2S,M2S,m2/s,m2/s,Meter persegi/saat
400,6,M2S,M2S,m2/s,m2/s,Kvadratni metar/sekunda
400,7,M3,M3,m3,m3,Meter padu
400,6,M3,M3,m3,m3,Kubični metar
400,7,M3D,M3H,m3/h,m3/hari,Meter padu/hari
400,6,M3D,M3D,m3/d,m3/dan,Kubični metar/dan
400,8,MBA,МБА,Мбар,Мбар,Мілібар
400,7,MBA,MBA,mbar,mbar,Milibar
400,6,MBA,MBA,mbar,mbar,Milibar
400,7,MBD,MBD,MMBTUD,MMBTU (SD),"Satu Juta BTU (60 FAH, SD)"
400,6,MBD,MBD,MMBTUD,MMBTU (SD),"Milijun BTU (60 FAH, SD)"
400,8,MBG,МБК,МБк/г,МБк/г,Мегабекерель на грам
400,7,MBG,MBG,MBq/g,MBq/g,Megabecquerels per gram
400,6,MBG,MBG,MBq/g,MBq/g,Megabekerela po gramu
400,8,MBQ,МБк,МБк,МБк,Мегабекерель
400,7,MBQ,MBQ,MBq,MBq,Megabecquerel
400,6,MBQ,MBQ,MBq,MBq,Megabekerel
400,8,MBZ,МБС,м.б_/с,м.бар/с,Метр-бар/секунда
400,7,MBZ,MBZ,m.b_/s,m.bar/s,Meterbar/saat
400,6,MBZ,MBZ,m.b_/s,m.bar/s,Metarbar/sekunda
400,7,MC1,MC1,MC1,"MC1 15,025","Satu Ribu Kaki Padu 15,025 PSI"
400,6,MC1,MC1,MC1,MC1 15.025,"1000 kubičnih stopa 15,025 PSI"
400,7,MC2,MC2,MC2,"MC2 14,730","Satu Ribu Kaki Padu 14,73 PSI"
400,6,MC2,MC2,MC2,MC2 14.730,1000 kubičnih stopa 14.73 PSI
400,7,MC3,MC3,MC3,"MC3 14,650","Satu Ribu Kaki Padu 14,65 PSI"
400,6,MC3,MC3,MC3,MC3 14.650,"1000 kubičnih stopa 14,65 PSI"
400,7,MCF,MCF,MCF,MCF,Satu Juta Kaki Padu
400,6,MCF,MCF,MCF,MCF,Milijun kubičnih stopa
400,8,MEJ,МЕД,МДж,МДж,Мегаджоуль
400,7,MEJ,MEJ,MJ,MJ,Megajoule
400,6,MEJ,MEJ,MJ,MJ,Megadžul
400,8,MG,МГ,мг,мг,Міліграм
400,7,MG,MG,mg,mg,Miligram
400,6,MG,MG,mg,mg,Miligram
400,8,MGF,МКС,мг/см2,мг/см2,Міліграм/квадратний сантиметр
400,7,MGF,MGE,mg/cm2,mg/cm2,Miligram/Sentimeter persegi
400,6,MGF,MGE,mg/cm2,mg/cm2,Miligram/Kvadratni centimetar
400,8,MGQ,МГМ,мг/м3,мг/м3,Міліграм/кубічний метр
400,7,MGQ,MGQ,mg/m3,mg/m3,Miligram/meter padu
400,6,MGQ,MGQ,mg/m3,mg/m3,Miligram/kubični metar
400,8,MGT,МГТ,мг/т,мг/т,Міліграм/тонна
400,7,MGT,MGT,mg/t,mg/t,Miligram/Tan
400,6,MGT,MGT,mg/t,mg/t,Miligram/tona
400,8,MGW,МВТ,мВТ,мВТ,Мегават
400,7,MGW,MGW,MW,MW,Megawatt
400,6,MGW,MGW,MW,MW,Megavat
400,8,MGq,Мгк,мг/дм3,мг/10м3,Міліграм/10 кубічних метрів
400,7,MGq,MGq,mg/tm3,mg/10m3,Miligram/10 Meter Padu
400,6,MGq,MGq,mg/tm3,mg/10m3,Miligram/10 kubičnih metara
400,8,MGG,МГГ,Мг/г,Мг/г,Міліграм/грам
400,7,MGG,MGG,mg/g,mg/g,Miligram/gram
400,6,MGG,MGG,mg/g,mg/g,Miligram/gram
400,8,MGJ,МГД,г/м3/К,г/м3/КПа,Грам/кубічний метр/кілопаскаль
400,7,MGJ,MGJ,g/m3/k,g/m3/kpa,Gram/Meter Kubik/Kilopascal
400,6,MGJ,MGJ,g/m3/k,g/m3/kpa,Gram/kubični metar/kilopaskal
400,8,MGK,МГК,Мг/кг,Мг/кг,Міліграм/кілограм
400,7,MGK,MGK,mg/kg,mg/kg,Miligram/kilogram
400,6,MGK,MGK,mg/kg,mg/kg,Miligram/kilogram
400,8,MGL,МГЛ,Мг/л,Мг/л,Міліграм/літр
400,7,MGL,MGL,mg/l,mg/l,Miligram/liter
400,6,MGL,MGL,mg/l,mg/l,Miligram/litra
400,8,MHZ,МГЦ,МГц,МГц,Мегагерц
400,7,MHZ,MHZ,MHz,MHz,Megahertz
400,6,MHZ,MHZ,MHz,MHz,Megaherc
400,8,MI,МИЛ,миля,Миля,Миля
400,7,MI,MI,batu,Batu,Batu
400,6,MI,MI,milja,Milja,Milja
400,8,MI2,МИ2,Миля2,Миля2,Квадратна миля
400,7,MI2,BT2,Batu2,Batu2,Batu Persegi
400,6,MI2,MI2,Milja2,Kvad.milja,Kvadratna milja
400,8,MIL,міл,міл,Мілідюйм,Мілідюйм
400,7,MIL,mil,mil,Miliinci,Miliinci
400,6,MIL,mil,mil,Miliinč,Miliinč
400,8,MIM,МІМ,мік.м,мікрометр,Мікрометр
400,7,MIM,µM,µm,µm,Mikrometer
400,6,MIM,µM,µm,µm,Mikrometar
400,7,MIN,MIN,min,Minit,Minit
400,6,MIN,MIN,min,Minute,Minute
400,8,MIS,МСЕ,Мік.с.,Мікр.сек.,Мікросекунда
400,7,MIS,MIS,µs,µs,Mikrosaat
400,6,MIS,MIS,µs,µs,Mikrosekunda
400,8,MLR,MLR,Мл,Мегалітр,Мегалітр
400,7,MLR,MLR,BtP,Mega Liter,Mega Liter
400,6,MLR,MLR,Ml,mega litra,mega litra
400,8,MLW,МЛА,млакр,мл акт.реч,Мілілітр активної речовини
400,7,MLW,MLI,mlai,ml bhn.akt,Mililiter Bahan Aktif
400,6,MLW,MLS,mlas,ml akt.sa.,Mililitar aktivnog sastojka
400,8,MM,ММ,мм,мм,Міліметр
400,7,MM,MM,mm,mm,Milimeter
400,6,MM,MM,mm,mm,Milimetar
400,7,MM2,MM2,mm2,mm2,Milimeter persegi
400,6,MM2,MM2,mm2,mm2,Kvadratni milimetar
400,8,MMA,ММР,мм/р,мм/р,Міліметр/рік
400,7,MMA,MMA,mm/a,mm/a,Milimeter/tahun
400,6,MMA,MMA,mm/a,mm/a,Milimetar/godina
400,8,MMG,МГР,ммол/г,ммоль/г,Мілімоль/грам
400,7,MMG,MMG,mmol/g,mmol/g,Milimol/Gram
400,6,MMG,MMG,mmol/g,mmol/g,Milimol/gram
400,8,MMH,ММГ,мм/г,мм/г,Міліметр/година
400,7,MMH,MMJ,mm/j,mm/j,Milimeter/jam
400,6,MMH,MMH,mm/h,mm/h,Milimetar/sat
400,8,MMK,ММК,м_/кг,ммоль/кг,Мілімоль/кілограм
400,7,MMK,MMK,m_/kg,mmol/kg,Milimol/Kilogram
400,6,MMK,MMK,m_/kg,mmol/kg,Milimol/kilogram
400,8,MJ,МІД,мДЖ,мДЖ,Міліджоуль
400,7,MJ,MIJ,mJ,mJ,Milijoule
400,6,MJ,MIJ,mJ,mJ,Milidžul
400,8,MJK,МДГ,МДж/кг,МДж/кг,Мегаджоулі/кілограм
400,7,MJK,MJK,MJ/kg,MJ/kg,Megajoule/Kilogram
400,6,MJK,MJK,MJ/kg,MJ/kg,Megadžuli/kilogram
400,8,ML,МЛ,мл,мл,Мілілітр
400,7,ML,ML,ml,ml,Mililiter
400,6,ML,ML,ml,ml,Mililitar
400,8,MLK,МЛК,Мл/м3,Мл/м3,Мілілітр/кубічний метр
400,7,MLK,MLK,ml/m3,ml/m3,Mililiter/meter padu
400,6,MLK,MLK,ml/m3,ml/m3,Mililitar/kubični metar
400,8,MMO,ММО,Ммоль,Ммоль,Мілімоль
400,7,MMO,MMO,mmol,mmol,Milimol
400,6,MMO,MMO,mmol,mmol,Milimol
400,7,MMQ,MM3,mm3,mm3,Milimeter padu
400,6,MMQ,MM3,mm3,mm3,Kubični milimetar
400,8,MMS,ММС,мм/с,мм/с,Міліметр/секунда
400,7,MMS,MMS,mm/s,mm/s,Milimeter/saat
400,6,MMS,MMS,mm/s,mm/s,Milimetar/sekunda
400,8,MNM,МНМ,МН/м,МН/м,Міліньютон/метр
400,7,MNM,MNM,mN/m,mN/m,Milinewton/meter
400,6,MNM,MNM,mN/m,mN/m,Milinewton/metar
400,8,MOK,МКГ,мол/кг,моль/кг,Моль/кілограм
400,7,MOK,MOK,mol/kg,mol/kg,Mol/Kilogram
400,8,MOL,МОЛ,моль,моль,Моль
400,7,MOL,MOL,mol,mol,Mol
400,8,MON,МІС,Місяці,Місяці,Місяці
400,7,MON,BLN,Bulan,Bulan,Bulan
400,6,MON,MJE,Mjes.,Mjeseci,Mjeseci
400,8,MPA,МПА,МПа,МПа,Мегапаскаль
400,7,MPA,MPA,MPa,MPa,Megapascal
400,6,MPA,MPA,MPa,MPa,Megapaskal
400,8,MS,МС,мс,мс,Мілісекунда
400,7,MS,MSE,ms,ms,Milisaat
400,6,MS,MSE,ms,ms,Milisekunda
400,8,MS2,МС2,м/с2,м/с2,Метр/секунда у квадраті
400,7,MS2,MS2,m/s2,m/s2,Meter/Saat Persegi
400,6,MS2,MS2,m/s2,m/s2,Metar/sekunda na kvadrat
400,8,MSH,МСВ,мСв/г,мСв/г,Міліcіверт на годину
400,7,MSH,MSH,mSv/h,mSv/h,Millisieverts per jam
400,6,MSH,MSH,mSv/h,mSv/h,Milisieverta po satu
400,8,MTE,МТЛ,мТЛ,мТЛ,Мілітесла
400,7,MTE,MTE,mT,mT,Militesla
400,8,MPS,МІП,мПа-с,мПа-с,Міліпаскаль-секунда
400,7,MPS,MPS,mPa.s,mPa.s,Milipascal Saat
400,6,MPS,MPS,mPa.s,mPa.s,Milipaskal sekunde
400,8,MPT,МЧТ,мчт(м),мчт(м),Масових часток на трильйон
400,7,MPT,MPT,bpt(b),bpt(b),Bahagian jisim per trilion
400,6,MPT,DMT,ppt(m),ppt(m),Masenih udjela na bilijun
400,8,MPZ,МПС,м.Па/с,м.Па/с,Метр-паскаль/секунда
400,7,MPZ,MPZ,m.Pa/s,m.Pa/s,Meterpascal/saat
400,6,MPZ,MPZ,m.Pa/s,m.Pa/s,Metarpaskal/sekunda
400,7,MQH,M3J,m3/j,m3/j,Meter Padu/Jam
400,6,MQH,M3H,m3/h,m3/h,Kubični metar/sat
400,8,MPB,МЧМ,мчм(м),мчм(м),Масових часток на мільярд
400,7,MPB,MPB,bpb(j),bpb(j),Bahagian jisim per bilion
400,6,MPB,DMB,ppb(m),ppb(m),Masenih udjela na milijardu
400,8,MPG,МІГ,МГ США,мі/га(США),Міль на галон (США)
400,7,MPG,BPG,BPG AS,Mi/Gal(US),Batu per gelen (AS)
400,6,MPG,GPO,MPG US,Mi/Gal(US),Milja po galonu (SAD)
400,8,MPM,МчМ,МЧм(м),МЧм(м),Масових часток на мільярд
400,7,MPM,MPM,bpj(b),bpj(b),Jisim bahagian per juta
400,6,MPM,DMM,ppm(m),ppm(m),Masenih udjela na milijun
400,8,MTM,MTM,Мчкф,Міл.ч.к.ф.,Мільйон часток/кубічний фут
400,7,MTM,MTM,Mppcm,Mppcm,Jutaan Zarah/Kaki Padu
400,6,MTM,MTM,Mppcm,Mppcm,Milijun čestica/kubična stopa
400,8,MTS,м/Г,М/г,М/г,Метр/година
400,7,MTS,M/J,m/j,m/j,Meter/Jam
400,6,MTS,M H,m/h,m/h,Metar/sat
400,8,MTf,Мф,Мчдкф,Мчдкф,Мільйон часток/кубічний фут
400,7,MTf,MTf,Mppcf,Mppcf,Jutaan Zarah/Kaki Padu
400,6,MTf,MTf,Mppcf,Mppcf,Milijun čestica/kubična stopa
400,8,MV,МВ_,мВ,мВ,Мілівольт
400,7,MV,MV,mV,mV,Milivolt
400,6,MV,MV,mV,mV,Milivolt
400,8,MVA,МВА,МвА,МвА,Мегавольт-ампер
400,7,MVA,MVA,MVA,MVA,Megavoltampere
400,6,MVA,MVA,MVA,MVA,Megavoltamper
400,8,MW,М/В,мВт_,мВт_,Міліват
400,7,MW,MW,mW,mW,Miliwatt
400,6,MW,MW,mW,mW,Milivat
400,8,MWH,МВГ,МВт-г,МВт-година,Мегават-година
400,7,MWH,MWJ,Mwj,Mwj,Megawatt jam
400,6,MWH,MWH,MWh,MWh,Megawatt sat
400,8,N,Н,ньютон,ньютон,Ньютон
400,7,N,N,N,N,Newton
400,8,NAM,НАМ,нм,нм,Нанометр
400,7,NAM,NAM,nm,nm,Nanometer
400,6,NAM,NAM,nm,nm,Nanometar
400,8,NCH,NCH,нг/с2г,нг/(см2*г),Нанограм/квадратний см*год.
400,7,NCH,NCH,ng/c2h,ng/(cm2*h),Nanogram/Jam Sentimeter Prsegi
400,6,NCH,NHK,ng/c2h,ng/(cm2*h),Nanogram/cm2 h
400,8,NGT,НГТ,нг/т,нг/т,Нанограм/тонна
400,7,NGT,NGT,ng/t,ng/t,Nanogram/Tan
400,6,NGT,NGT,ng/t,ng/t,Nanogram/tona
400,8,NM,НМ,Н/м,Н/м,Ньютон/метр
400,7,NM,NM,N/m,N/m,Newton/meter
400,6,NM,NM,N/m,N/m,Newton/metar
400,8,NS,НС,нс,нс,Наносекунда
400,7,NS,NS,ns,ns,Nanosaat
400,6,NS,NZ,ns,ns,Nanosekunda
400,8,OCM,ОМС,Ом*См,Ом*см,Питомий електричний опір
400,7,OCM,OCM,Ohcm,Ohm*cm,Rintangan Elektrik Tertentu
400,6,OCM,OCM,Ohcm,Ohm*cm,Specifični električni otpor
400,8,OHM,ОМ,Ом,Ом,Ом
400,7,OHM,OHM,Ohm,Ohm,Ohm
400,6,OHM,OM,Om,Om,Om
400,8,OM,ОМ_,Ом*М,Ом*м,Питомий електричний опір
400,7,OM,OM,Ohmm,Ohm*m,Rintangan Elektrik Tertentu
400,8,PA,ПА,Па,паскаль,Паскаль
400,7,PA,PA,Pa,Pa,Pascal
400,6,PA,PA,Pa,Pa,Paskal
400,8,PAA,ПАР,ПАРА,Пара,Пара
400,7,PAA,PAA,SPSG,Sepasang,Sepasang
400,6,PAA,PAA,PAR,Par,Par
400,7,PAK,PAC,PAC,Membungkus,Membungkus
400,6,PAK,PAK,PAK,Razv.klasa,Razvojna klasa
400,7,PAL,PAL,PAL,Palet,Palet
400,6,PAL,PAL,PAL,Paleta,Paleta
400,6,OM,OHM,Ohmm,Ohm*m,Specifični električni otpor
400,7,OZ,OZ,oz,Auns,Auns
400,6,OZ,OZ,oz,Unca,Unca
400,7,OZA,FOZ,aub AS,Fld.oz US,Auns Bendalir AS
400,6,OZA,FOZ,foz US,US Un.tek.,Tekuća unca SAD
400,7,P,T,T,Titik,Titik
400,6,P,PO,PO,Točke,Točke
400,7,PRM,PRM,ug/c2m,ug/cm2*min,Kadar Penelapan
400,6,PRM,PRM,ug/c2m,ug/cm2*min,Stopa prožimanja
400,7,PRS,IND,IND,Individu,Bilangan Individu
400,6,PRS,PRS,PRS,Osobe,Broj osoba
400,7,PS,PS,ps,ps,Pikosaat
400,6,PS,PS,ps,ps,Pikosekunda
400,d,PRS,PRS,PRS,Lica,Broj lica
400,F,PRS,PRS,PRS,Personnes,Nombre de personnes
400,d,PS,PS,ps,ps,Pikosekund
400,c,PS,PS,ps,ps,Picosegon
400,G,PS,PS,ps,ps,Πικοδευτερόλεπτο
400,F,PS,PS,ps,ps,Picoseconde
400,d,PSI,PSI,PSI,PSI,Funta/kvadratni inč
400,c,PSI,PSF,PSF,PSF,Lliura / Polsada quadrada
400,F,PSI,PSI,Psi,PSI,Livre/pouce carré
400,F,PAS,PAS,Pa.s,Pascal.sec,Pascal-seconde
400,d,PCT,UGP,UGP,ProporcGrp,Proporcija grupe
400,c,PCT,PCT,PCT,ParticipGr,Participació en el grup en %
400,F,PCT,PCT,PGrPrc,Part grpe,Part du groupe en pourcentage
400,d,PDA,PDA,PDani,Dani kons.,Dani konsultanta
400,F,PDA,JRH,JrsHmm,Jrs-homme,Jours-homme
400,d,PMI,PMI,1/min,1/min,1/minut
400,F,PMI,PMI,1/min,1/min,1/minute
400,d,PMR,PMR,kg/m2s,kg/m2*s,Stopa propustljivosti SI
400,F,PMR,PMR,kg/m2s,kg/m2*s,Taux de perméation SI
400,d,PPB,PPB,ppb,ppb,Delovi na milijardu
400,c,PPB,PPB,ppb,ppb,Parts per bilió
400,F,PPB,PPB,ppb,ppb,Parties par milliard
400,d,PPM,PPM,ppm,dnm,Delovi na milion
400,c,PPM,PPM,ppm,ppm,Parts per milió
400,F,PPM,PPM,ppm,ppm,Parties par million
400,d,PPT,PPT,ppt,DNB,Delovi na bilion
400,c,PPT,PPT,ppt,ppt,Parts per trilió
400,F,PPT,PPT,ppt,ppt,Parties par trillion
400,d,PRM,PRM,ug/c2m,ug/cm2*min,Stopa propustljivosti
400,F,THA,tha,t/ha,t/ha,Tonne par hectare
400,d,PT,PT,AmTčP,PintaSADTč,Američka tečna pinta
